Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-24.83 -29.93 -23.83 -21.63 -5.33 8.77 20.97 10.47 5.27 -9.53 -25.43 -27.83
-32.73 -30.73 -24.63 -16.03 -6.13 10.27 14.37 10.97 4.67 -8.43 -19.53 -28.23
-31.93 -27.03 -26.83 -18.13 -5.43 5.77 17.17 10.67 2.77 -7.73 -19.93 -31.83
-38.73 -32.73 -27.73 -15.43 -4.43 3.27 15.27 11.87 4.07 -9.23 -26.53 -31.03
-26.13 -29.53 -24.33 -20.63 -2.93 9.97 13.37 10.77 4.97 -10.53 -22.43 -18.13
-30.43 -24.83 -20.73 -16.43 -2.53 3.47 11.87 9.17 0.97 -10.53 -29.73 -25.43
-34.03 -29.03 -16.33 -9.63 -2.13 12.47 15.67 10.77 4.87 -10.63 -29.83 -31.03
-33.63 -35.23 -26.03 -14.03 -4.23 6.37 17.07 10.97 6.77 -10.63 -20.53 -26.43
-30.33 -31.23 -23.83 -17.93 -2.83 5.17 13.47 10.97 0.57 -16.93 -25.43 -28.63
-24.73 -27.83 -19.83 -15.83 -3.83 8.17 10.87 10.97 4.47 -11.23 -21.13 -27.93
-35.63 -34.93 -19.33 -16.73 -4.53 6.47 16.17 8.67 2.47 -5.63 -24.63 -28.03
-32.23 -29.23 -20.93 -14.83 -5.23 6.57 15.97 11.27 2.57 -7.33 -24.63 -28.83
-30.53 -25.13 -24.23 -14.53 -7.73 4.97 14.17 12.17 1.07 -10.73 -26.33 -31.23
-34.43 -28.93 -23.23 -17.73 -0.23 2.67 14.67 8.87 -1.83 -10.83 -18.83 -34.93
-32.83 -35.43 -24.83 -8.23 -1.93 6.47 14.57 8.57 4.97 -5.73 -28.23 -33.53
-33.73 -35.33 -23.53 -18.53 -7.33 5.97 12.87 12.97 -1.63 -18.83 -29.53 -31.73
-34.23 -23.83 -31.13 -17.33 -3.63 6.87 13.77 9.57 1.57 -12.53 -23.63 -26.03
-32.03 -27.63 -26.63 -14.73 -4.13 5.67 13.67 13.27 1.37 -13.63 -27.03 -36.43
-38.63 -34.13 -28.33 -22.63 -3.83 10.97 15.57 11.27 2.67 -11.93 -16.03 -24.13
-39.43 -34.33 -20.13 -19.13 -8.43 10.87 14.77 11.67 -1.23 -12.63 -24.93 -32.33
-29.73 -36.03 -24.83 -15.43 -3.43 8.97 12.27 12.97 4.87 -11.03 -28.93 -25.13
-35.03 -37.53 -32.63 -17.43 -7.23 4.17 12.77 8.37 2.57 -12.33 -22.23 -29.23
-27.83 -29.63 -26.43 -16.03 -2.63 8.57 13.47 7.47 5.07 -10.53 -23.13 -27.13
-29.03 -26.53 -25.73 -21.23 -6.03 6.57 16.57 8.97 1.57 -14.23 -23.53 -25.83
-25.33 -41.33 -25.63 -11.83 -6.03 6.87 12.87 9.77 2.57 -7.53 -25.73 -31.63
-25.33 -31.83 -25.13 -16.03 -2.93 6.77 11.57 10.87 3.17 -8.03 -22.23 -29.83
-24.33 -34.93 -28.63 -12.33 -5.03 8.57 15.47 10.07 4.57 -7.03 -22.63 -35.83
-29.13 -35.23 -23.83 -13.13 -0.83 8.87 13.57 10.27 1.47 -10.83 -21.23 -32.73
-26.23 -33.03 -16.83 -9.93 -1.23 8.87 14.07 11.67 4.47 -8.93 -22.03 -24.13
-29.33 -24.03 -23.73 -14.23 -3.43 10.27 16.27 10.47 5.27 -10.03 -22.03 -28.43
-33.03 -35.73 -30.23 -14.63 0.47 8.37 15.67 10.57 1.57 -10.43 -19.13 -29.83
-29.13 -33.73 -26.53 -13.33 -2.43 7.87 14.07 10.67 2.87 -12.13 -20.43 -29.63
-24.23 -30.63 -21.83 -11.13 -4.43 8.37 13.47 11.67 5.27 -12.93 -20.83 -28.43
-35.13 -26.53 -25.83 -19.33 -8.53 8.27 13.27 11.67 2.97 -10.03 -23.23 -21.13
-31.33 -28.03 -26.83 -15.23 -4.03 9.47 13.97 10.57 3.87 -13.53 -24.13 -34.73
-36.63 -35.53 -33.23 -21.23 -4.43 12.07 17.87 12.17 3.57 -7.03 -27.13 -33.43
-23.73 -29.83 -33.53 -21.13 -2.23 9.47 14.57 9.87 4.97 -10.53 -26.73 -21.03
-30.43 -22.33 -22.43 -6.63 -1.83 10.97 13.57 12.27 4.27 -7.13 -24.33 -34.63
-24.83 -29.43 -24.33 -15.13 -4.33 4.47 13.97 11.17 4.07 -11.13 -25.43 -27.63
-26.53 -30.63 -27.23 -13.53 -2.93 11.67 15.37 10.87 5.17 -7.73 -29.23 -33.63
-36.93 -35.13 -25.93 -15.93 -6.33 6.07 16.17 8.57 0.37 -8.83 -27.53 -35.23
-32.13 -33.63 -22.73 -14.63 -0.83 6.87 15.77 10.77 2.17 -4.13 -23.93 -27.03
-28.83 -34.23 -24.33 -18.63 -4.03 6.17 16.27 11.47 5.97 -5.53 -14.83 -28.43
-29.73 -29.13 -20.33 -14.53 -4.43 2.97 13.47 9.97 5.77 -5.23 -27.63 -23.03
-34.03 -33.33 -27.13 -17.13 -3.33 8.07 14.07 9.57 3.37 -11.43 -28.13 -28.23
-36.53 -34.93 -31.53 -16.73 -6.03 4.87 12.97 8.67 6.37 -5.13 -24.23 -25.73
-35.53 -26.93 -29.93 -17.23 -4.83 6.27 12.57 8.87 5.17 -13.63 -26.93 -34.43
-33.73 -27.03 -21.73 -10.13 -2.73 8.47 19.47 8.37 2.37 -10.83 -22.53 -25.43
-33.43 -32.33 -26.23 -14.53 -5.53 9.27 13.67 13.27 0.77 -9.13 -24.43 -22.23
-20.63 -37.03 -32.83 -15.93 -7.23 8.37 15.87 10.97 2.07 -11.03 -27.23 -35.33
-32.03 -25.33 -22.33 -20.63 -7.33 8.27 16.77 9.37 3.37 -16.83 -17.53 -24.43
-32.13 -29.53 -24.13 -20.13 -5.43 9.47 15.77 10.77 0.37 -17.83 -24.83 -29.13
-31.03 -32.43 -24.73 -18.43 -2.13 12.07 16.07 13.47 -1.33 -17.53 -30.93 -32.63
-29.43 -33.93 -28.93 -18.43 -5.73 4.47 18.07 8.47 1.27 -14.23 -31.43 -35.93
-34.23 -25.33 -18.93 -16.33 -5.73 13.27 17.47 15.37 5.27 -9.43 -23.03 -29.13
-32.63 -36.33 -29.23 -16.73 -3.23 11.67 14.07 10.37 3.87 -12.23 -25.73 -20.73
-38.13 -32.43 -17.53 -15.33 -5.43 5.37 13.77 10.77 5.47 -9.83 -22.63 -31.83
-26.73 -27.53 -23.03 -12.83 -6.23 6.17 15.87 13.57 4.77 -8.43 -25.33 -33.93
-27.53 -27.13 -25.03 -17.63 -6.43 7.77 15.17 12.17 2.27 -8.73 -19.73 -30.63
-31.93 -17.63 -29.43 -18.03 -6.83 5.07 16.27 12.67 7.07 -8.63 -19.73 -25.13
-33.43 -34.33 -22.63 -14.33 -6.03 2.67 17.77 13.67 4.67 -10.43 -28.43 -26.03
-37.33 -38.13 -31.93 -17.83 -4.93 5.87 14.67 11.67 3.57 -13.23 -26.23 -18.53
-33.33 -29.43 -23.63 -10.83 -4.63 8.27 19.47 11.07 4.37 -1.53 -15.13 -19.33
-29.53 -25.83 -17.43 -10.13 -6.23 6.17 14.87 10.57 3.67 -10.23 -32.43 -34.43
-32.73 -36.83 -26.23 -16.53 -4.03 8.67 19.27 12.57 2.57 -10.53 -18.03 -25.63
-31.33 -33.43 -22.93 -17.33 -6.63 6.07 16.97 9.57 4.27 -11.53 -21.23 -23.93
-32.43 -32.03 -22.33 -16.73 -3.23 7.97 16.87 16.77 5.87 -11.43 -17.73 -23.53
-34.63 -30.23 -27.23 -12.13 -7.73 7.77 14.87 10.87 1.47 -9.63 -28.83 -30.33
-31.93 -25.53 -19.73 -16.93 -4.83 6.67 15.47 13.27 3.87 -10.83 -27.83 -31.33
-36.53 -28.43 -19.63 -12.83 -4.23 8.57 12.67 12.77 4.57 -16.13 -32.13 -30.93
-29.13 -29.73 -24.73 -15.03 -1.93 10.37 16.87 12.47 5.57 -10.13 -24.43 -17.93
-28.73 -26.23 -23.33 -13.63 -3.63 8.87 16.67 13.47 4.47 -9.33 -24.23 -23.43
-29.83 -24.43 -23.53 -13.83 -7.03 5.67 14.87 12.87 1.77 -10.03 -25.63 -30.53
-33.73 -28.23 -22.53 -17.03 0.47 3.37 15.37 9.57 -1.13 -10.13 -18.13 -34.23
-32.13 -34.73 -24.13 -7.53 -1.23 7.17 15.27 9.27 5.67 -5.03 -27.53 -32.83
-33.03 -34.63 -22.83 -17.83 -6.63 6.67 13.57 13.67 -0.93 -18.13 -28.83 -31.03
-33.53 -23.13 -30.43 -16.63 -2.93 7.57 14.47 10.27 2.27 -11.83 -22.93 -25.33
-31.33 -26.93 -25.93 -14.03 -3.43 6.37 14.37 13.97 2.07 -12.93 -26.33 -35.73
-37.93 -33.43 -27.63 -21.93 -3.13 11.67 16.27 11.97 3.37 -11.23 -15.33 -23.43
-38.73 -33.63 -19.43 -18.43 -7.73 11.57 15.47 12.37 -0.53 -11.93 -24.23 -31.63
-29.03 -35.33 -24.13 -14.73 -2.73 9.67 12.97 13.67 5.57 -10.33 -28.23 -24.43
-34.33 -36.83 -31.93 -16.73 -6.53 4.87 13.47 9.07 3.27 -11.63 -21.53 -28.53
-27.13 -28.93 -25.73 -15.33 -1.93 9.27 14.17 8.17 5.77 -9.83 -22.43 -26.43
-28.33 -25.83 -25.03 -20.53 -5.33 7.27 17.27 9.67 2.27 -13.53 -22.83 -25.13
-24.63 -40.63 -24.93 -11.13 -5.33 7.57 13.57 10.47 3.27 -6.83 -25.03 -30.93
-24.63 -31.13 -24.43 -15.33 -2.23 7.47 12.27 11.57 3.87 -7.33 -21.53 -29.13
-23.63 -34.23 -27.93 -11.63 -4.33 9.27 16.17 10.77 5.27 -6.33 -21.93 -35.13
-28.43 -34.53 -23.13 -12.43 -0.13 9.57 14.27 10.97 2.17 -10.13 -20.53 -32.03
-25.53 -32.33 -16.13 -9.23 -0.53 9.57 14.77 12.37 5.17 -8.23 -21.33 -23.43
-28.63 -23.33 -23.03 -13.53 -2.73 10.97 16.97 11.17 5.97 -9.33 -21.33 -27.73
-32.33 -35.03 -29.53 -13.93 1.17 9.07 16.37 11.27 2.27 -9.73 -18.43 -29.13
-32.43 -34.53 -27.93 -17.03 -1.23 9.77 15.37 11.57 -0.33 -14.43 -25.43 -31.73
-30.73 -32.13 -24.43 -18.13 -1.83 12.37 16.37 13.77 -1.03 -17.23 -30.63 -32.33
-29.13 -33.63 -28.63 -18.13 -5.43 4.77 18.37 8.77 1.57 -13.93 -31.13 -35.63
-33.93 -25.03 -18.63 -16.03 -5.43 13.57 17.77 15.67 5.57 -9.13 -22.73 -28.83
-32.33 -36.03 -28.93 -16.43 -2.93 11.97 14.37 10.67 4.17 -11.93 -25.43 -20.43
-37.83 -32.13 -17.23 -15.03 -5.13 5.67 14.07 11.07 5.77 -9.53 -22.33 -31.53
-26.43 -27.23 -22.73 -12.53 -5.93 6.47 16.17 13.87 5.07 -8.13 -25.03 -33.63
-27.23 -26.83 -24.73 -17.33 -6.13 8.07 15.47 12.47 2.57 -8.43 -19.43 -30.33
-31.63 -17.33 -29.13 -17.73 -6.53 5.37 16.57 12.97 7.37 -8.33 -19.43 -24.83
-33.13 -34.03 -22.33 -14.03 -5.73 2.97 18.07 13.97 4.97 -10.13 -28.13 -25.73
-37.03 -37.83 -31.63 -17.53 -4.63 6.17 14.97 11.97 3.87 -12.93 -25.93 -18.23
-33.03 -29.13 -23.33 -10.53 -4.33 8.57 19.77 11.37 4.67 -1.23 -14.83 -19.03
-29.23 -25.53 -17.13 -9.83 -5.93 6.47 15.17 10.87 3.97 -9.93 -32.13 -34.13
-32.43 -36.53 -25.93 -16.23 -3.73 8.97 19.57 12.87 2.87 -10.23 -17.73 -25.33
-31.03 -33.13 -22.63 -17.03 -6.33 6.37 17.27 9.87 4.57 -11.23 -20.93 -23.63
-32.13 -31.73 -22.03 -16.43 -2.93 8.27 17.17 17.07 6.17 -11.13 -17.43 -23.23
-34.33 -29.93 -26.93 -11.83 -7.43 8.07 15.17 11.17 1.77 -9.33 -28.53 -30.03
-31.63 -25.23 -19.43 -16.63 -4.53 6.97 15.77 13.57 4.17 -10.53 -27.53 -31.03
-36.23 -28.13 -19.33 -12.53 -3.93 8.87 12.97 13.07 4.87 -15.83 -31.83 -30.63
-28.83 -29.43 -24.43 -14.73 -1.63 10.67 17.17 12.77 5.87 -9.83 -24.13 -17.63
-29.83 -30.83 -24.43 -16.43 -1.73 11.47 16.77 13.27 2.47 -13.53 -27.33 -24.93
-31.33 -32.73 -25.03 -18.73 -2.43 11.77 15.77 13.17 -1.63 -17.83 -31.23 -32.93
-29.73 -34.23 -29.23 -18.73 -6.03 4.17 17.77 8.17 0.97 -14.53 -31.73 -36.23
-34.53 -25.63 -19.23 -16.63 -6.03 12.97 17.17 15.07 4.97 -9.73 -23.33 -29.43
-32.93 -36.63 -29.53 -17.03 -3.53 11.37 13.77 10.07 3.57 -12.53 -26.03 -21.03
-38.43 -32.73 -17.83 -15.63 -5.73 5.07 13.47 10.47 5.17 -10.13 -22.93 -32.13
-27.03 -27.83 -23.33 -13.13 -6.53 5.87 15.57 13.27 4.47 -8.73 -25.63 -34.23
-27.83 -27.43 -25.33 -17.93 -6.73 7.47 14.87 11.87 1.97 -9.03 -20.03 -30.93
-32.23 -17.93 -29.73 -18.33 -7.13 4.77 15.97 12.37 6.77 -8.93 -20.03 -25.43
-33.73 -34.63 -22.93 -14.63 -6.33 2.37 17.47 13.37 4.37 -10.73 -28.73 -26.33
-37.63 -38.43 -32.23 -18.13 -5.23 5.57 14.37 11.37 3.27 -13.53 -26.53 -18.83
-33.63 -29.73 -23.93 -11.13 -4.93 7.97 19.17 10.77 4.07 -1.83 -15.43 -19.63
-29.83 -26.13 -17.73 -10.43 -6.53 5.87 14.57 10.27 3.37 -10.53 -32.73 -34.73
-33.03 -37.13 -26.53 -16.83 -4.33 8.37 18.97 12.27 2.27 -10.83 -18.33 -25.93
-31.63 -33.73 -23.23 -17.63 -6.93 5.77 16.67 9.27 3.97 -11.83 -21.53 -24.23
-32.73 -32.33 -22.63 -17.03 -3.53 7.67 16.57 16.47 5.57 -11.73 -18.03 -23.83
-34.93 -30.53 -27.53 -12.43 -8.03 7.47 14.57 10.57 1.17 -9.93 -29.13 -30.63
-32.23 -25.83 -20.03 -17.23 -5.13 6.37 15.17 12.97 3.57 -11.13 -28.13 -31.63
-36.83 -28.73 -19.93 -13.13 -4.53 8.27 12.37 12.47 4.27 -16.43 -32.43 -31.23
-29.43 -30.03 -25.03 -15.33 -2.23 10.07 16.57 12.17 5.27 -10.43 -24.73 -18.23
-29.03 -26.53 -23.63 -13.93 -3.93 8.57 16.37 13.17 4.17 -9.63 -24.53 -23.73
-30.23 -24.83 -23.93 -14.23 -7.43 5.27 14.47 12.47 1.37 -10.43 -26.03 -30.93
-34.13 -28.63 -22.93 -17.43 0.07 2.97 14.97 9.17 -1.53 -10.53 -18.53 -34.63
-32.53 -35.13 -24.53 -7.93 -1.63 6.77 14.87 8.87 5.27 -5.43 -27.93 -33.23
-33.43 -35.03 -23.23 -18.23 -7.03 6.27 13.17 13.27 -1.33 -18.53 -29.23 -31.43
-33.93 -23.53 -30.83 -17.03 -3.33 7.17 14.07 9.87 1.87 -12.23 -23.33 -25.73
-31.73 -27.33 -26.33 -14.43 -3.83 5.97 13.97 13.57 1.67 -13.33 -26.73 -36.13
-38.33 -33.83 -28.03 -22.33 -3.53 11.27 15.87 11.57 2.97 -11.63 -15.73 -23.83
-39.13 -34.03 -19.83 -18.83 -8.13 11.17 15.07 11.97 -0.93 -12.33 -24.63 -32.03
-29.43 -35.73 -24.53 -15.13 -3.13 9.27 12.57 13.27 5.17 -10.73 -28.63 -24.83
-34.73 -37.23 -32.33 -17.13 -6.93 4.47 13.07 8.67 2.87 -12.03 -21.93 -28.93
-27.53 -29.33 -26.13 -15.73 -2.33 8.87 13.77 7.77 5.37 -10.23 -22.83 -26.83
-28.73 -26.23 -25.43 -20.93 -5.73 6.87 16.87 9.27 1.87 -13.93 -23.23 -25.53
-25.03 -41.03 -25.33 -11.53 -5.73 7.17 13.17 10.07 2.87 -7.23 -25.43 -31.33
-25.03 -31.53 -24.83 -15.73 -2.63 7.07 11.87 11.17 3.47 -7.73 -21.93 -29.53
-24.03 -34.63 -28.33 -12.03 -4.73 8.87 15.77 10.37 4.87 -6.73 -22.33 -35.53
-28.83 -34.93 -23.53 -12.83 -0.53 9.17 13.87 10.57 1.77 -10.53 -20.93 -32.43
-25.93 -32.73 -16.53 -9.63 -0.93 9.17 14.37 11.97 4.77 -8.63 -21.73 -23.83
-29.03 -23.73 -23.43 -13.93 -3.13 10.57 16.57 10.77 5.57 -9.73 -21.73 -28.13
-32.73 -35.43 -29.93 -14.33 0.77 8.67 15.97 10.87 1.87 -10.13 -18.83 -29.53
-31.53 -30.13 -26.93 -14.23 -3.33 6.97 15.17 11.67 1.57 -10.33 -22.43 -30.23
-30.23 -24.83 -23.93 -14.23 -7.43 5.27 14.47 12.47 1.37 -10.43 -26.03 -30.93
-34.13 -28.63 -22.93 -17.43 0.07 2.97 14.97 9.17 -1.53 -10.53 -18.53 -34.63
-32.53 -35.13 -24.53 -7.93 -1.63 6.77 14.87 8.87 5.27 -5.43 -27.93 -33.23
-33.43 -35.03 -23.23 -18.23 -7.03 6.27 13.17 13.27 -1.33 -18.53 -29.23 -31.43
-33.93 -23.53 -30.83 -17.03 -3.33 7.17 14.07 9.87 1.87 -12.23 -23.33 -25.73
-31.73 -27.33 -26.33 -14.43 -3.83 5.97 13.97 13.57 1.67 -13.33 -26.73 -36.13
-38.33 -33.83 -28.03 -22.33 -3.53 11.27 15.87 11.57 2.97 -11.63 -15.73 -23.83
-39.13 -34.03 -19.83 -18.83 -8.13 11.17 15.07 11.97 -0.93 -12.33 -24.63 -32.03
-29.43 -35.73 -24.53 -15.13 -3.13 9.27 12.57 13.27 5.17 -10.73 -28.63 -24.83
-34.73 -37.23 -32.33 -17.13 -6.93 4.47 13.07 8.67 2.87 -12.03 -21.93 -28.93
-27.53 -29.33 -26.13 -15.73 -2.33 8.87 13.77 7.77 5.37 -10.23 -22.83 -26.83
-28.73 -26.23 -25.43 -20.93 -5.73 6.87 16.87 9.27 1.87 -13.93 -23.23 -25.53
-25.03 -41.03 -25.33 -11.53 -5.73 7.17 13.17 10.07 2.87 -7.23 -25.43 -31.33
-25.03 -31.53 -24.83 -15.73 -2.63 7.07 11.87 11.17 3.47 -7.73 -21.93 -29.53
-24.03 -34.63 -28.33 -12.03 -4.73 8.87 15.77 10.37 4.87 -6.73 -22.33 -35.53
-28.83 -34.93 -23.53 -12.83 -0.53 9.17 13.87 10.57 1.77 -10.53 -20.93 -32.43
-25.93 -32.73 -16.53 -9.63 -0.93 9.17 14.37 11.97 4.77 -8.63 -21.73 -23.83
-29.03 -23.73 -23.43 -13.93 -3.13 10.57 16.57 10.77 5.57 -9.73 -21.73 -28.13
-32.73 -35.43 -29.93 -14.33 0.77 8.67 15.97 10.87 1.87 -10.13 -18.83 -29.53
-32.83 -34.93 -28.33 -17.43 -1.63 9.37 14.97 11.17 -0.73 -14.83 -25.83 -32.13
-31.23 -32.63 -24.93 -18.63 -2.33 11.87 15.87 13.27 -1.53 -17.73 -31.13 -32.83
-29.63 -34.13 -29.13 -18.63 -5.93 4.27 17.87 8.27 1.07 -14.43 -31.63 -36.13
-34.43 -25.53 -19.13 -16.53 -5.93 13.07 17.27 15.17 5.07 -9.63 -23.23 -29.33
-32.83 -36.53 -29.43 -16.93 -3.43 11.47 13.87 10.17 3.67 -12.43 -25.93 -20.93
-38.33 -32.63 -17.73 -15.53 -5.63 5.17 13.57 10.57 5.27 -10.03 -22.83 -32.03
-26.93 -27.73 -23.23 -13.03 -6.43 5.97 15.67 13.37 4.57 -8.63 -25.53 -34.13
-27.73 -27.33 -25.23 -17.83 -6.63 7.57 14.97 11.97 2.07 -8.93 -19.93 -30.83
-32.13 -17.83 -29.63 -18.23 -7.03 4.87 16.07 12.47 6.87 -8.83 -19.93 -25.33
-33.63 -34.53 -22.83 -14.53 -6.23 2.47 17.57 13.47 4.47 -10.63 -28.63 -26.23
-37.53 -38.33 -32.13 -18.03 -5.13 5.67 14.47 11.47 3.37 -13.43 -26.43 -18.73
-33.53 -29.63 -23.83 -11.03 -4.83 8.07 19.27 10.87 4.17 -1.73 -15.33 -19.53
-29.73 -26.03 -17.63 -10.33 -6.43 5.97 14.67 10.37 3.47 -10.43 -32.63 -34.63
-32.93 -37.03 -26.43 -16.73 -4.23 8.47 19.07 12.37 2.37 -10.73 -18.23 -25.83
-31.53 -33.63 -23.13 -17.53 -6.83 5.87 16.77 9.37 4.07 -11.73 -21.43 -24.13
-32.63 -32.23 -22.53 -16.93 -3.43 7.77 16.67 16.57 5.67 -11.63 -17.93 -23.73
-34.83 -30.43 -27.43 -12.33 -7.93 7.57 14.67 10.67 1.27 -9.83 -29.03 -30.53
-32.13 -25.73 -19.93 -17.13 -5.03 6.47 15.27 13.07 3.67 -11.03 -28.03 -31.53
-36.73 -28.63 -19.83 -13.03 -4.43 8.37 12.47 12.57 4.37 -16.33 -32.33 -31.13
-29.33 -29.93 -24.93 -15.23 -2.13 10.17 16.67 12.27 5.37 -10.33 -24.63 -18.13
-30.33 -31.33 -24.93 -16.93 -2.23 10.97 16.27 12.77 1.97 -14.03 -27.83 -25.43
-32.33 -33.73 -26.03 -19.73 -3.43 10.77 14.77 12.17 -2.63 -18.83 -32.23 -33.93
-30.73 -35.23 -30.23 -19.73 -7.03 3.17 16.77 7.17 -0.03 -15.53 -32.73 -37.23
-35.53 -26.63 -20.23 -17.63 -7.03 11.97 16.17 14.07 3.97 -10.73 -24.33 -30.43
-33.93 -37.63 -30.53 -18.03 -4.53 10.37 12.77 9.07 2.57 -13.53 -27.03 -22.03
-39.43 -33.73 -18.83 -16.63 -6.73 4.07 12.47 9.47 4.17 -11.13 -23.93 -33.13
-28.03 -28.83 -24.33 -14.13 -7.53 4.87 14.57 12.27 3.47 -9.73 -26.63 -35.23
-28.83 -28.43 -26.33 -18.93 -7.73 6.47 13.87 10.87 0.97 -10.03 -21.03 -31.93
-33.23 -18.93 -30.73 -19.33 -8.13 3.77 14.97 11.37 5.77 -9.93 -21.03 -26.43
-34.73 -35.63 -23.93 -15.63 -7.33 1.37 16.47 12.37 3.37 -11.73 -29.73 -27.33
-38.63 -39.43 -33.23 -19.13 -6.23 4.57 13.37 10.37 2.27 -14.53 -27.53 -19.83
-34.63 -30.73 -24.93 -12.13 -5.93 6.97 18.17 9.77 3.07 -2.83 -16.43 -20.63
-30.83 -27.13 -18.73 -11.43 -7.53 4.87 13.57 9.27 2.37 -11.53 -33.73 -35.73
-34.03 -38.13 -27.53 -17.83 -5.33 7.37 17.97 11.27 1.27 -11.83 -19.33 -26.93
-32.63 -34.73 -24.23 -18.63 -7.93 4.77 15.67 8.27 2.97 -12.83 -22.53 -25.23
-33.73 -33.33 -23.63 -18.03 -4.53 6.67 15.57 15.47 4.57 -12.73 -19.03 -24.83
-35.93 -31.53 -28.53 -13.43 -9.03 6.47 13.57 9.57 0.17 -10.93 -30.13 -31.63
-33.23 -26.83 -21.03 -18.23 -6.13 5.37 14.17 11.97 2.57 -12.13 -29.13 -32.63
-37.83 -29.73 -20.93 -14.13 -5.53 7.27 11.37 11.47 3.27 -17.43 -33.43 -32.23
-30.43 -31.03 -26.03 -16.33 -3.23 9.07 15.57 11.17 4.27 -11.43 -25.73 -19.23
-31.43 -32.43 -26.03 -18.03 -3.33 9.87 15.17 11.67 0.87 -15.13 -28.93 -26.53
-31.93 -33.33 -25.63 -19.33 -3.03 11.17 15.17 12.57 -2.23 -18.43 -31.83 -33.53
-30.33 -34.83 -29.83 -19.33 -6.63 3.57 17.17 7.57 0.37 -15.13 -32.33 -36.83
-35.13 -26.23 -19.83 -17.23 -6.63 12.37 16.57 14.47 4.37 -10.33 -23.93 -30.03
-33.53 -37.23 -30.13 -17.63 -4.13 10.77 13.17 9.47 2.97 -13.13 -26.63 -21.63
-39.03 -33.33 -18.43 -16.23 -6.33 4.47 12.87 9.87 4.57 -10.73 -23.53 -32.73
-27.63 -28.43 -23.93 -13.73 -7.13 5.27 14.97 12.67 3.87 -9.33 -26.23 -34.83
