Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-39.12 -32.42 -24.52 -7.52 1.88 11.98 16.38 10.98 4.48 -8.52 -29.42 -28.02
-37.32 -29.62 -13.62 -6.42 1.98 9.08 15.18 10.18 5.88 -9.62 -25.02 -38.32
-31.92 -23.12 -18.02 -8.02 0.88 11.48 17.08 13.48 5.48 -8.92 -28.92 -32.82
-31.42 -22.22 -16.82 -8.52 0.68 9.98 17.68 12.98 4.58 -4.52 -22.32 -31.32
-30.22 -29.52 -26.92 -11.72 0.88 10.08 18.78 12.48 5.68 -4.02 -24.92 -34.52
-34.22 -37.72 -17.32 -7.72 2.08 8.38 17.58 13.38 3.88 -4.82 -31.22 -33.62
-37.72 -40.52 -24.42 -12.72 3.08 11.08 15.78 11.98 6.98 -8.72 -31.32 -32.12
-29.02 -30.92 -16.22 -6.82 2.18 12.48 19.48 9.88 4.48 -0.82 -22.72 -25.62
-35.42 -32.72 -9.72 -2.72 1.58 8.28 19.08 10.58 0.98 -6.42 -33.82 -40.72
-42.52 -45.22 -21.72 -10.52 2.48 10.38 19.78 12.58 2.18 -11.22 -21.02 -30.82
-34.02 -33.22 -21.12 -7.02 -0.02 10.18 18.48 10.38 4.58 -9.42 -21.42 -31.82
-32.02 -36.52 -21.52 -8.72 2.68 12.18 16.68 13.58 4.58 -5.52 -16.92 -31.72
-38.12 -32.42 -21.02 -6.72 0.78 13.28 16.18 11.68 2.18 -8.62 -30.62 -35.52
-29.92 -29.42 -17.62 -10.02 2.48 10.88 16.78 12.78 6.18 -6.52 -21.72 -30.32
-41.12 -39.22 -18.62 -5.22 -0.42 9.38 14.08 12.18 5.48 -13.92 -31.32 -33.42
-29.32 -33.02 -15.02 -5.92 3.38 12.38 14.08 11.48 4.78 -5.52 -23.02 -27.12
-31.22 -33.52 -22.12 -6.32 1.68 12.18 16.68 10.18 4.88 -10.32 -23.32 -35.82
-39.42 -37.02 -20.62 -7.02 3.28 11.48 15.18 10.38 3.88 -11.82 -19.02 -32.92
-36.32 -18.62 -19.72 -5.52 2.28 10.78 17.58 11.48 3.78 -3.92 -13.22 -32.42
-41.09 -35.16 -22.73 -6.31 5.95 13.14 15.64 13.28 3.62 -11.7 -31.07 -29.23
-35.06 -31.57 -22.76 -7.8 4.54 14.09 21.54 16.77 4.69 -7.83 -29.07 -34.29
-34.13 -31.64 -20.09 -5.82 6.44 15.22 18.55 13.61 3.22 -8.41 -27.83 -33.98
-42.27 -32.49 -21.76 -4.46 6.31 12.81 18.95 12.8 4.95 -11.51 -34.87 -40.39
-40.14 -36.53 -14.88 -6.48 6.62 15.38 18.55 17 9.78 -9.84 -18.23 -36.49
-36.01 -34.65 -19.7 -3.83 8.61 13.14 18.61 12.56 3.75 -11.69 -27.5 -37.85
-44.36 -33.28 -19 -4.69 6.41 14.77 16.97 15.51 5.57 -8.57 -22.1 -36.48
-41.18 -31.8 -18.38 -5.8 4.18 15.97 19.86 15.7 5.37 -6.66 -26.52 -37.36
-44.84 -32.45 -20.69 -7.12 2.04 13.63 17.63 14.89 3.42 -9.07 -29.53 -42.12
-40.44 -33.66 -19.09 -4.52 7.32 15.89 20.82 13.22 6.9 -4.41 -22.58 -29.01
-38.99 -26.39 -11.88 -5.42 5.96 14.53 17.92 13.76 4.81 -9.69 -26.44 -33.6
-41.47 -35.03 -10.13 -5.47 8.45 16.7 16.38 16.3 3.56 -4.68 -26.3 -33.72
-30.77 -34.42 -21.69 -4.83 5.24 13.42 20.65 16.21 4.43 -7.78 -24.95 -32.37
-37.54 -29.78 -19.28 -4.11 6.57 16.31 18.05 13.81 5.83 -5.4 -30.48 -32.23
-28.3 -29.27 -18.99 -8.25 5.45 14.54 19.43 14.52 5.17 -7.54 -26.01 -40.22
-45.45 -33.42 -18.74 -5.48 6.53 13.25 16.37 13.95 6.37 -5.11 -23.28 -37.12
-34.74 -24.22 -20.17 -6.11 5.12 17.75 17.61 14.92 5.49 -4.02 -23.5 -31.15
-36.79 -27.98 -20.25 -5.31 5.87 16.6 18.66 13.63 4.73 -6.74 -22.45 -39.46
-36.74 -31.39 -20.62 -2.51 7.64 14.28 19.25 16.76 3.9 -5.21 -23.66 -37.23
-38.33 -28.58 -19.96 -5.6 3.97 19.38 21.82 17.85 4.64 -9.28 -28.99 -40.39
-33.81 -32.84 -24.61 -5.17 6.21 15.69 19.29 12.27 5.24 -9.11 -27.6 -34.72
-34.65 -31.16 -19.68 -2.62 6.79 15.51 18.78 14.52 4.54 -10.17 -28.24 -39.34
-38.02 -36.01 -18.55 -7.12 7.07 15.19 22.76 14.34 2.8 -7.68 -20.86 -33.76
-35.06 -27.75 -16.64 -3.29 7.31 17.27 19.76 17.16 5.52 -9.07 -22.44 -39.1
-38.36 -31.64 -14.18 -4.02 4.2 13.47 20.77 16 6.57 -6.88 -26.7 -31.22
-39.6 -37.18 -19.02 -4.72 4.99 12.59 17.6 13.43 6.03 -9.93 -19.6 -42.6
-38.81 -33.46 -19.41 -1.01 7.1 16.58 18.33 12.96 8.43 -7.87 -20.26 -34.12
-43.72 -33.68 -19.99 -3.64 7.22 16.71 18.46 15.59 6.71 -7.96 -23.32 -33.26
-30.55 -36.06 -17.66 -2.17 8.18 15.75 16.29 16.36 6.09 -4.37 -23.45 -31.37
-34.6 -26.96 -11.44 -5.62 8.91 19.02 20.05 16.35 4.21 -3.97 -25.23 -40.32
-33.91 -38.26 -18.31 -3.6 6.8 18.7 20.22 14.83 7.07 -5.69 -27.45 -36.82
-37.58 -34.45 -19.8 -5.34 8.63 15.73 21.18 15.47 4.38 -7.23 -20.79 -38.32
-35.04 -35.69 -14.09 -2.01 8.38 15.36 22.44 16.37 2.85 -5.78 -24.93 -36.49
-34.57 -32.28 -22.15 -4.2 8.81 18.17 21.03 14.12 7.05 -7.01 -28.16 -35.33
-41.26 -33.63 -20.1 -3.45 9.05 16.85 17.82 15.65 4.81 -4.96 -21.91 -30.55
-43.95 -33.09 -15.56 -0.33 8.65 16.18 19.37 16.36 5.22 -7.53 -23.18 -39.05
-33.04 -27.15 -15.62 -5.97 5.97 14.74 19.46 16.73 4.93 -7.16 -22.49 -32.93
-33.82 -34.94 -13.56 -1.29 6.54 15.52 17.69 13.65 6.45 -7.06 -25.43 -36.67
-33.17 -30.72 -10.62 -1.59 5.58 17.68 19.28 17.05 6.86 -6.69 -28.29 -39.09
-37.37 -32.87 -20.24 -3.2 8.63 15.85 20.19 16.36 5.27 -3.6 -22.15 -33.03
