Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-38.5 -34.4 -21.7 -4 2 12.8 18.7 12.3 2.4 -5.3 -27 -38.9
-39.6 -32.4 -19.1 -4.3 7 16 18.6 12.9 6 -0.4 -27.1 -34.6
-31.4 -29.2 -14.1 -5.1 4.2 14.5 18.8 15.2 6.7 -3 -16.3 -32.4
-27.8 -29.4 -19.7 -6.1 6.2 14 16.7 14.1 8.1 -2.7 -30.7 -34
-37.1 -30.4 -20.5 -8.2 5.1 13.7 16.3 12.1 4.5 -7.5 -27.6 -37.8
-35.9 -36.3 -20.1 -9.8 5.3 11.7 15.3 14.1 8.1 -2.9 -20.4 -26.2
-40.5 -33.7 -20.4 -8.8 2.7 12.6 18.7 14.2 6.5 -11.1 -32.2 -36.1
-38 -26.7 -15.9 -3.6 5.9 14.5 17.8 12.3 6.4 -5.1 -24.8 -30.6
-36.3 -32.8 -18.4 -7 1.5 14.9 18 15 5.1 -6.4 -25.8 -31.5
-25.4 -35.9 -26.5 -10.1 5.8 14.5 16.1 14.3 4.7 -6 -24.1 -40.5
-38.3 -27.4 -21.3 -11.9 0.4 15.7 18.5 12.3 6.6 -8.9 -21.1 -30.3
-26.6 -34.3 -20.4 -8 4.3 14.1 16.7 13.3 1.6 -8 -29.1 -32
-37.7 -29.3 -24.2 -8.6 3.4 11.5 16.4 13.6 5.7 -8.7 -24.3 -36.3
-38.4 -24.7 -12 -8.8 2.3 17 15.5 15.4 8.6 -6.7 -20.9 -35
-38.4 -31.5 -24 -8.6 3.5 16 16.6 13 4.7 -8.1 -27.6 -33.6
-39.3 -28.4 -19 -9.7 3.6 12.1 16.9 13 7.9 -7.6 -22.9 -32.8
-25.8 -22.7 -20.4 -8.3 3 12.1 16.8 14.1 5.4 -6.6 -27.9 -33.3
-29.8 -23.7 -16.1 -11.1 1.4 12.7 18.2 14.6 6.1 -3.1 -22.5 -30.2
-28.5 -26.5 -20.8 -10 3.2 13.4 19.1 13.2 4.3 -8.6 -26.2 -36.7
-38.5 -35.5 -19.8 -5.1 3.1 11.3 16.6 12.9 5.7 -5.3 -29 -39.6
-37.9 -39.4 -25.8 -11.2 5.5 14.6 15.5 14.4 5.4 -7.6 -28 -31.1
-28.8 -30.8 -20.4 -6.9 6 17.4 18.9 13.9 5.4 -0.6 -20.8 -27.6
-37.2 -27.8 -10.6 -0.3 5.7 14.1 18.5 12.9 4.2 -5.9 -30.8 -35.6
-38.8 -39.9 -22.6 -9.5 4.5 13.3 18.1 15.6 2.9 -7.7 -24.3 -31.9
-35.6 -33 -21.6 -7.5 2.3 13.9 20.1 12.1 6.3 -8.1 -23.1 -33.5
-30.8 -35.7 -20.8 -7.9 6.4 14.7 19.2 14.6 7.4 -4.6 -16.9 -30.5
-35 -30.7 -19.9 -6.3 3.8 13.4 17 12.5 5.2 -7.4 -31.4 -31.4
-29.5 -28 -19 -11 6.8 14.1 18.3 14.7 8.4 -6 -27.1 -27.1
-37.3 -35.2 -18.2 -7.2 7.4 12 16.9 13.9 6.5 -10.7 -26.9 -37.3
-31.4 -32.5 -13.3 -4.8 7.7 17.4 17.2 12.5 5.1 -4.5 -22.6 -25.1
-32.8 -33.9 -21.2 -3.5 4.2 12.3 16.2 13.7 5.9 -10.2 -24.2 -36.2
-35.3 -34 -19.9 -5.7 6.4 13.5 15 11.9 4.7 -10.9 -26.7 -32.9
-38.3 -26.4 -17.1 -3.4 3 13.1 15.7 14.2 4.4 -5.1 -13.6 -34.2
-44.1 -34.47 -19.5 -7.28 4.41 15.04 16.56 12.8 5.16 -10.08 -28.47 -25.42
-36.45 -28.81 -22.6 -7.65 4.46 13.77 20.78 16.26 5.26 -5.66 -28.31 -34.77
-27.15 -29.72 -19.47 -3.87 7.38 14.43 16.98 12.8 2.92 -8.3 -26.13 -29
-36.57 -26.84 -21.37 -2.27 5.02 13.61 18.45 12.58 3.91 -12.89 -32.82 -34.96
-34.39 -30.35 -13.9 -7.76 5.65 13.24 16.01 14.65 7.36 -8.71 -15.01 -28.88
-32.03 -31.72 -20.27 -7.49 7.3 12.81 19.63 13 4.68 -10.37 -26.82 -28.54
-41.88 -33.61 -20.11 -4.33 6.45 16.05 15.3 13.6 4.59 -7.27 -19.23 -32.53
-36.15 -23.74 -18.76 -6.93 3.84 15.48 20.31 14.36 6.1 -4.16 -24.66 -32.49
-35.93 -27.18 -21.38 -7.23 1.71 12.57 16.49 13.45 3.84 -7.96 -32.79 -36.53
-32.19 -32.04 -19.81 -6.13 6.06 15.37 17.98 12.8 7.91 -3.98 -20.1 -24.53
-32.38 -21.18 -13.6 -7.47 5.77 12.42 15.46 12.97 4.1 -7.54 -22.71 -30.98
-39.59 -30.35 -7.12 -4.75 9.4 16.19 15.78 16.43 4.32 -4.19 -25.42 -30.59
-30.38 -31.45 -20.2 -5.64 4.54 11.82 20.08 15.53 6.01 -7.72 -23.27 -29.82
-28.57 -26.55 -16.75 -5.74 6.66 16.02 17.81 14.15 3.77 -3.4 -29.93 -26.19
-25.65 -24.1 -14.59 -7.43 5.37 14.96 19.76 14.27 4.97 -7.36 -25.34 -34.09
-42.18 -30.58 -18.47 -7.25 5.48 13.66 17.44 12.95 5.38 -4.17 -21.2 -34.39
-29.52 -22.61 -19.09 -6.32 3.32 16.76 16.96 14.88 5.87 -2.88 -22.57 -24.55
-34.13 -25.85 -17.62 -5.3 5.73 13.96 19.43 12.7 3.46 -6.8 -20.09 -37.09
-32.11 -26.1 -19.28 1.31 7.18 14.5 18.05 14.27 4.14 -3.45 -23.8 -29.04
-36.07 -24.33 -16.42 -4.9 3.53 17.16 18.38 17.8 3.8 -9.35 -32.57 -34.74
-35.3 -27.83 -25.29 -5.09 5.71 14.28 19.67 12.71 5.42 -10.33 -23.92 -31.24
-32.3 -28.68 -18.82 -3.57 6.6 16.36 16.9 14.1 4.42 -9.95 -26.98 -40.65
-35.33 -34.26 -20.61 -8.04 6.9 17.54 22.14 13.92 3.52 -6.28 -17.14 -31.57
-30.88 -24.41 -13.52 -4.29 7.76 16.37 19.62 16.55 5.01 -7.39 -22.24 -35.84
-31.48 -25.97 -11.85 -3.75 4.1 14.36 20.17 13.39 6.09 -6.48 -25.57 -23.25
-33.61 -34.27 -19.97 -5.39 4.71 12.43 16.2 12.81 5.6 -8.96 -16.75 -37.45
-32.46 -29.17 -16.94 -1.74 8.85 16.2 17.97 12.09 8.4 -6.33 -23.47 -29.54
-38.47 -28.33 -19.3 -6.91 6.97 15.69 18.29 13.58 6.5 -8.74 -25.79 -26.15
-21.91 -34.1 -17.66 0.04 7.02 15.54 15.87 15 6.1 -5.03 -19.72 -28.43
-30.98 -20.93 -10.17 -6.33 7.22 17.54 17.32 14.99 3.61 -3.27 -26.19 -36.12
-29.04 -37.15 -20.51 -2.47 5.3 17.38 17.54 14.75 6.65 -4.91 -26.08 -34.93
-33.24 -31.2 -19.09 -5.41 8.77 15.54 19.41 14.05 3.81 -7.46 -18.64 -37.2
-28.12 -30.59 -12.72 -1.12 9.12 15.93 19.33 15.13 3.42 -4.99 -22.6 -30.35
-32.36 -26.59 -22.09 -5.48 8.63 16.25 20.21 12.37 7.55 -9.38 -25.89 -33.63
-36.38 -31.5 -21.48 -4.03 9.93 17.84 16.66 14.34 4.83 -4.41 -20.66 -27.63
-40.92 -34.67 -12.54 1 9.2 15.47 20.39 14.49 4.62 -6.93 -24.38 -32.78
-30.11 -24.16 -13.92 -5.4 6.72 15.89 19.72 15.75 5.21 -5.92 -22.41 -27.81
-26.58 -28.97 -13.19 -1.76 4.7 15.13 17.12 12.83 6.98 -8.13 -25.24 -33.2
-28.98 -26.87 -9.65 -1.12 4.7 18.34 16.9 15.84 5.03 -5.81 -24.35 -33.53
-31.25 -30.17 -17.57 -2.69 7.41 18.81 17.05 15.46 5.75 -0.75 -23.74 -29.5
-30.03 -20.57 -13 -2.32 7.34 18.84 18.91 15.68 6.01 -3.37 -21.97 -33.85
-23.34 -21.48 -13.56 0.27 8.42 17.59 19.12 14.49 8.49 -4.99 -14.64 -29.67
-30.96 -25.79 -14.51 -6.17 7.15 18.86 19.31 16.89 5.83 -6.05 -24.6 -31.51
-27.43 -31.17 -13.88 -3.04 4.96 17.59 16.86 14.11 8.34 -7.87 -26.76 -37.24
-29.84 -28.5 -10.24 -1.89 5.13 21.32 16.49 16.98 5.65 -5.94 -26.54 -37.23
-32.11 -31.88 -17.46 -2.76 7.98 22.01 16.27 16.58 6.2 -1.17 -27.05 -32.53
-30.88 -22.21 -13.58 -3.09 7.77 21.81 18.5 16.82 6.63 -3.5 -24.16 -37.54
-24.19 -23.35 -14.46 -0.72 8.51 20.15 18.87 15.83 9.58 -4.5 -16.86 -33.3
-31.68 -22.68 -13.39 -5.89 6.9 18.91 17.03 14.23 4.08 -5.25 -23.28 -28.27
-28.17 -27.49 -12.66 -2.24 4.87 18.15 14.43 11.31 5.85 -7.46 -26.11 -33.66
-30.58 -25.39 -9.12 -1.61 4.88 21.36 14.21 14.32 3.9 -5.14 -25.21 -33.99
-32.85 -28.7 -17.04 -3.18 7.58 21.82 14.36 13.95 4.62 -0.08 -24.6 -29.96
-31.62 -19.1 -12.46 -2.8 7.52 21.86 16.22 14.17 4.88 -2.7 -22.84 -34.3
-24.93 -20.01 -13.02 -0.21 8.6 20.6 16.43 12.97 7.36 -4.32 -15.51 -30.13
-31.32 -25.4 -16.18 -6.21 6.6 17.49 16.34 15.68 6.5 -6.18 -22.35 -27.32
-27.79 -30.78 -15.55 -3.07 4.41 16.21 13.89 12.9 9.01 -8 -24.51 -33.05
-30.2 -28.11 -11.91 -1.93 4.58 19.94 13.52 15.77 6.32 -6.07 -24.29 -33.05
-32.46 -31.49 -19.13 -2.79 7.43 20.63 13.3 15.37 6.87 -1.3 -24.8 -28.34
-31.24 -21.82 -15.25 -3.12 7.22 20.44 15.53 15.61 7.3 -3.63 -21.91 -33.36
-24.55 -22.96 -16.12 -0.76 7.96 18.77 15.9 14.62 10.25 -4.63 -14.61 -29.12
-28.61 -22.31 -13.09 -3.91 8.73 17.53 17.61 14.84 6.87 -5.84 -21.17 -26.65
-25.1 -27.13 -12.35 -0.26 6.71 16.77 15.01 11.92 8.64 -8.04 -24 -32.04
-27.5 -25.03 -8.81 0.37 6.71 19.98 14.79 14.93 6.69 -5.73 -23.11 -32.37
-29.77 -28.33 -16.74 -1.2 9.42 20.45 14.94 14.55 7.41 -0.67 -22.5 -28.34
-28.54 -18.73 -12.16 -0.82 9.35 20.48 16.8 14.77 7.67 -3.29 -20.73 -32.68
-21.85 -19.64 -12.72 1.77 10.43 19.23 17.01 13.58 10.14 -4.91 -13.4 -28.51
-28.68 -22.16 -12.58 -3.31 9.52 20.71 18.32 17.22 6.01 -6.57 -22.11 -29.08
-25.15 -27.54 -11.95 -0.17 7.34 19.43 15.87 14.44 8.52 -8.39 -24.26 -34.81
-27.55 -24.87 -8.31 0.97 7.5 23.16 15.5 17.31 5.84 -6.46 -24.04 -34.8
-29.82 -28.25 -15.53 0.11 10.36 23.85 15.28 16.91 6.38 -1.69 -24.56 -30.1
-28.59 -18.58 -11.65 -0.22 10.14 23.66 17.51 17.15 6.82 -4.02 -21.67 -35.12
-21.91 -19.72 -12.53 2.14 10.89 21.99 17.88 16.16 9.77 -5.03 -14.37 -30.87
-30.9 -23.76 -12.29 -4.57 8.04 17.78 19.66 16.74 6.62 -4.51 -21.36 -29.48
-27.39 -28.57 -11.56 -0.93 6.02 17.02 17.06 13.82 8.39 -6.72 -24.2 -34.87
-29.79 -26.47 -8.02 -0.29 6.02 20.23 16.84 16.83 6.44 -4.4 -23.3 -35.2
-32.06 -29.78 -15.94 -1.86 8.73 20.69 16.98 16.45 7.16 0.66 -22.69 -31.17
-30.84 -20.18 -11.36 -1.48 8.66 20.73 18.84 16.67 7.42 -1.96 -20.92 -35.51
-24.15 -21.09 -11.92 1.11 9.74 19.47 19.06 15.48 9.89 -3.58 -13.6 -31.34
-31 -22.6 -12.98 -3.11 10.31 18.57 19.15 17.47 6.09 -5.75 -22 -27.73
-27.47 -27.99 -12.34 0.03 8.13 17.29 16.7 14.69 8.6 -7.58 -24.16 -33.46
-29.88 -25.31 -8.7 1.17 8.29 21.02 16.33 17.55 5.92 -5.64 -23.94 -33.45
-32.15 -28.69 -15.93 0.31 11.15 21.71 16.1 17.15 6.46 -0.87 -24.45 -28.75
-30.92 -19.02 -12.05 -0.02 10.93 21.51 18.33 17.4 6.9 -3.2 -21.56 -33.77
-24.23 -20.17 -12.92 2.34 11.68 19.85 18.71 16.41 9.85 -4.21 -14.26 -29.52
-28.35 -23.94 -14.82 -6.12 6.7 17.29 17.68 16.35 6.66 -6.51 -22.33 -25.95
-24.83 -28.76 -14.09 -2.48 4.68 16.53 15.08 13.43 8.44 -8.72 -25.16 -31.34
-27.24 -26.66 -10.55 -1.84 4.68 19.74 14.86 16.44 6.49 -6.4 -24.27 -31.67
-29.51 -29.96 -18.47 -3.42 7.39 20.21 15.01 16.06 7.2 -1.34 -23.66 -27.64
-28.28 -20.36 -13.9 -3.04 7.32 20.24 16.87 16.28 7.47 -3.96 -21.89 -31.98
-21.59 -21.27 -14.46 -0.45 8.4 18.99 17.08 15.09 9.94 -5.59 -14.56 -27.81
-31.63 -23.59 -11.51 -2.44 10.64 17.45 17.3 15.79 6.43 -5.22 -21.12 -26.93
-28.1 -28.97 -10.88 0.69 8.46 16.17 14.85 13.01 8.94 -7.05 -23.27 -32.66
-30.51 -26.3 -7.24 1.84 8.62 19.9 14.48 15.88 6.26 -5.11 -23.06 -32.65
-32.78 -29.68 -14.46 0.97 11.48 20.59 14.26 15.48 6.8 -0.34 -23.57 -27.95
-31.55 -20.01 -10.58 0.65 11.26 20.4 16.49 15.72 7.24 -2.67 -20.68 -32.96
-24.86 -21.15 -11.46 3.01 12.01 18.73 16.86 14.73 10.18 -3.68 -13.38 -28.72
-30.82 -24.32 -15.22 -5.51 6.36 16.56 18.3 16.81 5.56 -6.21 -23.93 -28.33
-27.31 -29.13 -14.49 -1.87 4.33 15.8 15.7 13.89 7.33 -8.42 -26.76 -33.73
-29.71 -27.03 -10.95 -1.23 4.34 19.01 15.48 16.9 5.38 -6.1 -25.86 -34.06
-31.98 -30.33 -18.87 -2.8 7.04 19.47 15.62 16.52 6.1 -1.04 -25.25 -30.03
-30.76 -20.74 -14.29 -2.43 6.98 19.51 17.48 16.74 6.36 -3.66 -23.49 -34.37
-24.07 -21.65 -14.85 0.16 8.06 18.25 17.7 15.55 8.83 -5.29 -16.16 -30.19
-29.9 -23.8 -12.49 -1.63 10.36 19.2 18.81 15.21 5.47 -6.13 -21.31 -26.04
-26.37 -29.19 -11.86 1.5 8.18 17.92 16.36 12.43 7.98 -7.96 -23.46 -31.77
-28.78 -26.51 -8.22 2.65 8.34 21.65 15.99 15.3 5.3 -6.02 -23.25 -31.76
-31.05 -29.89 -15.44 1.78 11.2 22.34 15.77 14.9 5.84 -1.26 -23.76 -27.06
-29.82 -20.22 -11.56 1.46 10.98 22.14 18 15.14 6.28 -3.58 -20.87 -32.08
-23.13 -21.37 -12.44 3.82 11.73 20.48 18.37 14.15 9.23 -4.59 -13.57 -27.83
-29.13 -22.32 -14.37 -2.91 8.67 18.24 17.84 16.47 4.94 -5.48 -23.79 -28.53
-25.62 -27.14 -13.64 0.74 6.65 17.48 15.24 13.55 6.71 -7.69 -26.62 -33.92
-28.02 -25.04 -10.1 1.37 6.65 20.7 15.02 16.56 4.76 -5.37 -25.73 -34.25
-30.29 -28.34 -18.02 -0.2 9.36 21.16 15.17 16.18 5.48 -0.31 -25.12 -30.22
-29.07 -18.74 -13.45 0.18 9.29 21.19 17.02 16.4 5.74 -2.93 -23.35 -34.56
-22.38 -19.65 -14.01 2.77 10.37 19.94 17.24 15.21 8.21 -4.55 -16.02 -30.39
-29.82 -24.91 -14.48 -4.78 9.93 19.26 17.55 16.95 6.27 -5.44 -21.04 -27.2
-26.29 -30.3 -13.85 -1.65 7.74 17.99 15.1 14.17 8.78 -7.26 -23.2 -32.93
-28.7 -27.63 -10.21 -0.5 7.91 21.72 14.74 17.04 6.09 -5.33 -22.98 -32.92
-30.96 -31.01 -17.43 -1.37 10.76 22.41 14.51 16.64 6.64 -0.56 -23.49 -28.22
-29.74 -21.33 -13.55 -1.69 10.55 22.21 16.74 16.88 7.07 -2.89 -20.6 -33.24
-23.05 -22.48 -14.43 0.67 11.29 20.55 17.11 15.89 10.02 -3.89 -13.3 -28.99
-30.38 -21.52 -13.18 -4.91 10.26 19.72 16.26 14.75 4.68 -7.96 -19.59 -24.07
-26.86 -26.9 -12.55 -1.78 8.08 18.44 13.81 11.97 7.19 -9.79 -21.74 -29.8
