2.86 3.01 3.2 3.16 2.74 2.42 2.3 2.24 2.32 2.34 2.23 1.73 1.29 1.17 1.25 1.37 1.65 1.86 1.73 1.29 0.87 0.55 0.34 0.53 0.85 0.94 0.96 0.99 0.82 0.65 0.75 0.98 0.98 0.87 0.75 0.77 0.72 0.53 0.33 0.27 0.38 0.46
3.08 3.56 3.37 3.09 2.55 2.33 2.26 2.27 2.43 2.51 2.51 2.4 2.33 2.27 2.17 2.1 2.1 2.04 1.62 0.98 0.5 0.17 0.18 0.23 0.37 0.4 0.41 0.5 0.74 1 1.39 1.47 1.37 1.1 1.09 1.2 1.25 1.24 1.21 1.16 1.07 0.99
3.35 3.65 3.26 2.95 2.48 2.31 2.25 2.28 2.48 2.56 2.56 2.51 2.51 2.46 2.32 2.2 2.09 1.91 1.42 0.84 0.49 0.11 0.12 0.18 0.38 0.62 0.74 0.96 1.29 1.59 1.85 1.62 1.39 1.16 1.26 1.4 1.47 1.52 1.57 1.53 1.37 1.2
3.37 3.16 2.66 2.47 2.19 2.19 2.26 2.41 2.58 2.6 2.52 2.36 2.24 2.11 1.92 1.77 1.63 1.47 1.02 0.8 0.82 0.4 0.19 0.24 0.53 0.96 1.13 1.4 1.7 1.88 1.88 1.56 1.38 1.26 1.32 1.32 1.25 1.27 1.32 1.32 1.25 1.16
3.13 2.58 2.07 2.03 1.92 2.08 2.31 2.57 2.66 2.6 2.41 2.1 1.85 1.61 1.38 1.18 1.07 0.98 0.58 0.67 0.9 0.66 0.61 0.77 1.03 1.47 1.65 1.89 2.06 2.11 1.89 1.61 1.49 1.39 1.25 1.04 0.81 0.79 0.81 0.88 0.99 1.07
3.11 2.49 1.98 1.95 1.91 2.11 2.37 2.62 2.66 2.58 2.35 2.02 1.72 1.45 1.19 0.96 0.84 0.77 0.43 0.58 0.81 0.71 0.83 0.99 1.3 1.75 1.93 2.12 2.19 2.18 1.87 1.63 1.54 1.41 1.11 0.8 0.57 0.56 0.56 0.64 0.84 1.03
3.27 2.53 1.85 1.69 1.57 1.66 1.76 1.88 1.93 1.85 1.61 1.43 1.22 1.07 1.01 0.93 0.87 0.79 0.59 0.69 0.87 0.85 1.03 1.18 1.5 1.96 2.13 2.26 2.27 2.24 1.91 1.65 1.54 1.39 1.11 0.83 0.65 0.68 0.71 0.78 0.89 0.99
3.2 2.33 1.54 1.18 0.97 1 0.97 1.05 1.17 0.99 0.57 0.6 0.49 0.48 0.71 0.94 1.03 0.98 0.89 0.97 1.11 1.17 1.34 1.45 1.75 2.23 2.39 2.45 2.4 2.35 1.99 1.72 1.57 1.41 1.23 1.02 0.89 0.98 1.07 1.08 0.97 0.85
2.95 2.09 1.4 0.94 0.64 0.72 0.71 0.95 1.15 0.9 0.23 0.42 0.26 0.3 0.69 0.99 1.1 1.07 1.01 1.08 1.22 1.31 1.48 1.58 1.9 2.41 2.56 2.57 2.46 2.4 2.02 1.76 1.59 1.44 1.32 1.13 1.03 1.18 1.29 1.24 1 0.76
2.35 1.59 1.34 1.07 0.77 0.78 0.74 1 1.25 0.95 0.2 0.48 0.31 0.56 0.95 1.08 1.13 1.17 1.22 1.29 1.37 1.46 1.61 1.67 2.01 2.52 2.62 2.5 2.31 2.21 1.76 1.58 1.45 1.36 1.29 1.1 0.98 1.15 1.24 1.2 1.03 0.82
1.68 1.05 1.17 1.2 1.16 1.18 1.16 1.21 1.14 0.79 0.15 0.42 0.5 0.87 1.16 1.16 1.21 1.44 1.66 1.73 1.73 1.75 1.83 1.84 2.12 2.52 2.52 2.24 1.93 1.75 1.15 1.09 1.06 1.08 1.11 0.94 0.82 1.04 1.07 1.08 1.09 0.99
1.36 0.88 1.05 1.2 1.31 1.36 1.36 1.26 0.88 0.5 0.17 0.34 0.65 1.03 1.24 1.24 1.38 1.68 1.92 1.95 1.92 1.89 1.93 1.91 2.12 2.39 2.32 1.96 1.61 1.4 0.76 0.8 0.81 0.9 0.98 0.81 0.72 0.99 0.97 0.98 1.08 1.09
1.16 0.82 1.03 1.24 1.45 1.56 1.62 1.55 1.16 0.78 0.61 0.75 0.93 1.19 1.33 1.37 1.56 1.82 1.88 1.9 1.98 2.05 2.12 2.12 2.29 2.45 2.32 1.94 1.55 1.31 0.77 0.87 0.91 1.02 1.12 0.99 0.95 1.15 1.04 0.97 1.05 1.05
0.96 0.75 1.05 1.38 1.72 1.99 2.2 2.26 2.07 1.85 1.64 1.47 1.33 1.38 1.43 1.47 1.69 1.88 1.73 1.79 2.14 2.5 2.67 2.76 2.94 2.86 2.62 2.18 1.7 1.34 0.9 1.1 1.25 1.45 1.71 1.85 1.82 1.59 1.18 0.92 0.93 0.88
0.85 0.76 1.17 1.53 1.93 2.28 2.53 2.62 2.53 2.41 2.19 1.85 1.51 1.41 1.42 1.47 1.74 1.91 1.74 1.84 2.3 2.83 3.06 3.2 3.38 3.13 2.8 2.33 1.81 1.36 1 1.24 1.47 1.76 2.14 2.51 2.49 1.86 1.25 0.95 0.9 0.82
1.06 1.11 1.58 1.87 2.2 2.43 2.51 2.44 2.37 2.25 2.1 1.89 1.63 1.5 1.46 1.49 1.84 2.04 1.98 2.09 2.45 2.85 3 3.13 3.24 2.92 2.61 2.19 1.8 1.41 1.13 1.37 1.6 1.85 2.16 2.47 2.45 1.94 1.4 1.11 1.01 0.93
1.54 1.79 2.19 2.37 2.52 2.49 2.3 1.99 1.95 1.82 1.78 1.9 1.97 1.89 1.68 1.62 2.02 2.28 2.29 2.36 2.53 2.64 2.65 2.73 2.74 2.45 2.21 1.94 1.93 1.83 1.77 2.05 2.29 2.43 2.33 2.2 2.15 2.08 1.78 1.48 1.3 1.21
1.82 2.2 2.52 2.62 2.63 2.39 2.08 1.74 1.75 1.56 1.53 1.83 2.16 2.15 1.83 1.66 2.16 2.48 2.49 2.46 2.5 2.45 2.4 2.45 2.37 2.1 1.93 1.76 1.95 2.1 2.29 2.62 2.87 2.86 2.42 2 1.91 2.03 1.95 1.77 1.6 1.45
2.15 2.5 2.73 2.76 2.64 2.38 2.11 1.9 2.01 1.83 1.78 2.07 2.35 2.31 2 1.77 2.32 2.65 2.59 2.52 2.55 2.49 2.41 2.44 2.28 2.03 1.88 1.75 1.91 2.05 2.29 2.65 2.83 2.78 2.43 2.07 1.99 2.07 1.99 1.86 1.7 1.52
2.88 3.1 3.12 2.99 2.74 2.55 2.39 2.35 2.64 2.7 2.76 2.91 3.02 2.95 2.74 2.49 2.78 2.91 2.69 2.57 2.57 2.45 2.26 2.18 1.83 1.69 1.64 1.61 1.68 1.75 1.94 2.15 2.01 1.84 1.98 1.96 2 1.99 1.9 1.76 1.61 1.36
3.33 3.45 3.29 3.07 2.8 2.69 2.59 2.63 3.01 3.29 3.46 3.5 3.5 3.42 3.29 3.05 3.03 2.87 2.58 2.54 2.55 2.35 2.02 1.85 1.44 1.39 1.44 1.48 1.48 1.48 1.54 1.54 1.21 0.95 1.37 1.68 1.96 2 1.92 1.83 1.72 1.48
3.36 3.42 3.22 3 2.77 2.68 2.6 2.63 2.95 3.25 3.44 3.46 3.45 3.42 3.35 3.12 2.98 2.76 2.52 2.58 2.6 2.34 1.96 1.77 1.43 1.39 1.42 1.46 1.46 1.46 1.48 1.42 1.13 0.95 1.27 1.61 2 2.13 2.08 2.06 1.99 1.76
3.4 3.39 3.16 2.95 2.75 2.68 2.62 2.65 2.9 3.16 3.29 3.26 3.19 3.32 3.54 3.59 3.53 3.36 3.23 3.21 3.09 2.69 2.24 1.96 1.61 1.31 1.05 0.82 0.74 0.65 0.62 0.6 0.39 0.05 0.24 0.67 1.45 1.86 1.95 2.12 2.19 2.04
3.42 3.37 3.12 2.91 2.74 2.69 2.64 2.67 2.88 3.09 3.17 3.08 2.97 3.18 3.61 3.98 4.08 4 3.94 3.74 3.44 2.96 2.5 2.15 1.78 1.32 0.83 0.38 0.22 0.21 0.35 0.68 0.93 1.06 0.98 1.04 1.7 2.15 2.24 2.33 2.34 2.09
3.13 3.05 2.82 2.65 2.52 2.5 2.48 2.54 2.75 2.94 3.01 2.94 2.87 3.08 3.48 3.9 4 3.93 3.86 3.62 3.31 2.87 2.47 2.13 1.85 1.6 1.18 0.68 0.39 0.37 0.39 0.64 0.93 1.08 1 1.06 1.78 2.26 2.31 2.32 2.29 1.97
1.73 1.46 1.3 1.26 1.26 1.31 1.36 1.44 1.49 1.49 1.48 1.54 1.62 1.79 2 2.23 2.37 2.44 2.5 2.3 2.05 1.69 1.56 1.43 1.56 1.85 1.65 1.09 0.58 0.55 0.59 0.7 0.85 0.94 0.97 1.12 1.84 2.26 2.17 2.07 2.02 1.58
1.08 0.62 0.23 0.27 0.4 0.51 0.55 0.57 0.52 0.47 0.43 0.47 0.59 0.65 0.66 0.77 1.02 1.2 1.27 1.06 0.87 0.54 0.65 0.7 1.14 1.65 1.65 1.44 1.06 0.94 0.81 0.72 0.76 0.8 0.94 1.21 1.66 1.84 1.77 1.77 1.8 1.44
1.05 0.64 0.3 0.32 0.45 0.56 0.56 0.48 0.39 0.43 0.54 0.64 0.69 0.68 0.67 0.83 1.15 1.33 1.28 0.99 0.78 0.54 0.63 0.68 1.08 1.56 1.61 1.65 1.52 1.34 0.99 0.77 0.8 0.84 0.98 1.24 1.44 1.42 1.4 1.52 1.61 1.31
