Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-25.91 -29.01 -21.01 -17.01 -5.01 6.99 9.69 9.79 3.29 -12.41 -22.31 -29.11
-36.81 -36.11 -20.51 -17.91 -5.71 5.29 14.99 7.49 1.29 -6.81 -25.81 -29.21
-33.41 -30.41 -22.11 -16.01 -6.41 5.39 14.79 10.09 1.39 -8.51 -25.81 -30.01
-31.71 -26.31 -25.41 -15.71 -8.91 3.79 12.99 10.99 -0.11 -11.91 -27.51 -32.41
-35.61 -30.11 -24.41 -18.91 -1.41 1.49 13.49 7.69 -3.01 -12.01 -20.01 -36.11
-34.01 -36.61 -26.01 -9.41 -3.11 5.29 13.39 7.39 3.79 -6.91 -29.41 -34.71
-34.91 -36.51 -24.71 -19.71 -8.51 4.79 11.69 11.79 -2.81 -20.01 -30.71 -32.91
-35.41 -25.01 -32.31 -18.51 -4.81 5.69 12.59 8.39 0.39 -13.71 -24.81 -27.21
-33.21 -28.81 -27.81 -15.91 -5.31 4.49 12.49 12.09 0.19 -14.81 -28.21 -37.61
-39.81 -35.31 -29.51 -23.81 -5.01 9.79 14.39 10.09 1.49 -13.11 -17.21 -25.31
-40.61 -35.51 -21.31 -20.31 -9.61 9.69 13.59 10.49 -2.41 -13.81 -26.11 -33.51
-30.91 -37.21 -26.01 -16.61 -4.61 7.79 11.09 11.79 3.69 -12.21 -30.11 -26.31
-36.21 -38.71 -33.81 -18.61 -8.41 2.99 11.59 7.19 1.39 -13.51 -23.41 -30.41
-29.01 -30.81 -27.61 -17.21 -3.81 7.39 12.29 6.29 3.89 -11.71 -24.31 -28.31
-30.21 -27.71 -26.91 -22.41 -7.21 5.39 15.39 7.79 0.39 -15.41 -24.71 -27.01
-26.51 -42.51 -26.81 -13.01 -7.21 5.69 11.69 8.59 1.39 -8.71 -26.91 -32.81
-26.51 -33.01 -26.31 -17.21 -4.11 5.59 10.39 9.69 1.99 -9.21 -23.41 -31.01
-25.51 -36.11 -29.81 -13.51 -6.21 7.39 14.29 8.89 3.39 -8.21 -23.81 -37.01
-30.31 -36.41 -25.01 -14.31 -2.01 7.69 12.39 9.09 0.29 -12.01 -22.41 -33.91
-27.41 -34.21 -18.01 -11.11 -2.41 7.69 12.89 10.49 3.29 -10.11 -23.21 -25.31
-30.51 -25.21 -24.91 -15.41 -4.61 9.09 15.09 9.29 4.09 -11.21 -23.21 -29.61
-34.21 -36.91 -31.41 -15.81 -0.71 7.19 14.49 9.39 0.39 -11.61 -20.31 -31.01
-30.31 -34.91 -27.71 -14.51 -3.61 6.69 12.89 9.49 1.69 -13.31 -21.61 -30.81
-25.41 -31.81 -23.01 -12.31 -5.61 7.19 12.29 10.49 4.09 -14.11 -22.01 -29.61
-36.31 -27.71 -27.01 -20.51 -9.71 7.09 12.09 10.49 1.79 -11.21 -24.41 -22.31
-32.51 -29.21 -28.01 -16.41 -5.21 8.29 12.79 9.39 2.69 -14.71 -25.31 -35.91
-37.81 -36.71 -34.41 -22.41 -5.61 10.89 16.69 10.99 2.39 -8.21 -28.31 -34.61
-24.91 -31.01 -34.71 -22.31 -3.41 8.29 13.39 8.69 3.79 -11.71 -27.91 -22.21
-31.61 -23.51 -23.61 -7.81 -3.01 9.79 12.39 11.09 3.09 -8.31 -25.51 -35.81
-26.01 -30.61 -25.51 -16.31 -5.51 3.29 12.79 9.99 2.89 -12.31 -26.61 -28.81
-27.71 -31.81 -28.41 -14.71 -4.11 10.49 14.19 9.69 3.99 -8.91 -30.41 -34.81
-38.11 -36.31 -27.11 -17.11 -7.51 4.89 14.99 7.39 -0.81 -10.01 -28.71 -36.41
-33.31 -34.81 -23.91 -15.81 -2.01 5.69 14.59 9.59 0.99 -5.31 -25.11 -28.21
-30.01 -35.41 -25.51 -19.81 -5.21 4.99 15.09 10.29 4.79 -6.71 -16.01 -29.61
-30.91 -30.31 -21.51 -15.71 -5.61 1.79 12.29 8.79 4.59 -6.41 -28.81 -24.21
-35.21 -34.51 -28.31 -18.31 -4.51 6.89 12.89 8.39 2.19 -12.61 -29.31 -29.41
-37.71 -36.11 -32.71 -17.91 -7.21 3.69 11.79 7.49 5.19 -6.31 -25.41 -26.91
-36.71 -28.11 -31.11 -18.41 -6.01 5.09 11.39 7.69 3.99 -14.81 -28.11 -35.61
-34.91 -28.21 -22.91 -11.31 -3.91 7.29 18.29 7.19 1.19 -12.01 -23.71 -26.61
-34.61 -33.51 -27.41 -15.71 -6.71 8.09 12.49 12.09 -0.41 -10.31 -25.61 -23.41
-21.81 -38.21 -34.01 -17.11 -8.41 7.19 14.69 9.79 0.89 -12.21 -28.41 -36.51
-33.21 -26.51 -23.51 -21.81 -8.51 7.09 15.59 8.19 2.19 -18.01 -18.71 -25.61
-33.31 -30.71 -25.31 -21.31 -6.61 8.29 14.59 9.59 -0.81 -19.01 -26.01 -30.31
-32.21 -33.61 -25.91 -19.61 -3.31 10.89 14.89 12.29 -2.51 -18.71 -32.11 -33.81
-30.61 -35.11 -30.11 -19.61 -6.91 3.29 16.89 7.29 0.09 -15.41 -32.61 -37.11
-35.41 -26.51 -20.11 -17.51 -6.91 12.09 16.29 14.19 4.09 -10.61 -24.21 -30.31
-33.81 -37.51 -30.41 -17.91 -4.41 10.49 12.89 9.19 2.69 -13.41 -26.91 -21.91
-39.31 -33.61 -18.71 -16.51 -6.61 4.19 12.59 9.59 4.29 -11.01 -23.81 -33.01
-27.91 -28.71 -24.21 -14.01 -7.41 4.99 14.69 12.39 3.59 -9.61 -26.51 -35.11
-28.71 -28.31 -26.21 -18.81 -7.61 6.59 13.99 10.99 1.09 -9.91 -20.91 -31.81
-33.11 -18.81 -30.61 -19.21 -8.01 3.89 15.09 11.49 5.89 -9.81 -20.91 -26.31
-34.61 -35.51 -23.81 -15.51 -7.21 1.49 16.59 12.49 3.49 -11.61 -29.61 -27.21
-38.51 -39.31 -33.11 -19.01 -6.11 4.69 13.49 10.49 2.39 -14.41 -27.41 -19.71
-34.51 -30.61 -24.81 -12.01 -5.81 7.09 18.29 9.89 3.19 -2.71 -16.31 -20.51
-30.71 -27.01 -18.61 -11.31 -7.41 4.99 13.69 9.39 2.49 -11.41 -33.61 -35.61
-33.91 -38.01 -27.41 -17.71 -5.21 7.49 18.09 11.39 1.39 -11.71 -19.21 -26.81
-32.51 -34.61 -24.11 -18.51 -7.81 4.89 15.79 8.39 3.09 -12.71 -22.41 -25.11
-33.61 -33.21 -23.51 -17.91 -4.41 6.79 15.69 15.59 4.69 -12.61 -18.91 -24.71
-35.81 -31.41 -28.41 -13.31 -8.91 6.59 13.69 9.69 0.29 -10.81 -30.01 -31.51
-33.11 -26.71 -20.91 -18.11 -6.01 5.49 14.29 12.09 2.69 -12.01 -29.01 -32.51
-37.71 -29.61 -20.81 -14.01 -5.41 7.39 11.49 11.59 3.39 -17.31 -33.31 -32.11
-30.31 -30.91 -25.91 -16.21 -3.11 9.19 15.69 11.29 4.39 -11.31 -25.61 -19.11
-29.91 -27.41 -24.51 -14.81 -4.81 7.69 15.49 12.29 3.29 -10.51 -25.41 -24.61
-31.01 -25.61 -24.71 -15.01 -8.21 4.49 13.69 11.69 0.59 -11.21 -26.81 -31.71
-34.91 -29.41 -23.71 -18.21 -0.71 2.19 14.19 8.39 -2.31 -11.31 -19.31 -35.41
-33.31 -35.91 -25.31 -8.71 -2.41 5.99 14.09 8.09 4.49 -6.21 -28.71 -34.01
-34.21 -35.81 -24.01 -19.01 -7.81 5.49 12.39 12.49 -2.11 -19.31 -30.01 -32.21
-34.71 -24.31 -31.61 -17.81 -4.11 6.39 13.29 9.09 1.09 -13.01 -24.11 -26.51
-32.51 -28.11 -27.11 -15.21 -4.61 5.19 13.19 12.79 0.89 -14.11 -27.51 -36.91
-39.11 -34.61 -28.81 -23.11 -4.31 10.49 15.09 10.79 2.19 -12.41 -16.51 -24.61
-39.91 -34.81 -20.61 -19.61 -8.91 10.39 14.29 11.19 -1.71 -13.11 -25.41 -32.81
-30.21 -36.51 -25.31 -15.91 -3.91 8.49 11.79 12.49 4.39 -11.51 -29.41 -25.61
-35.51 -38.01 -33.11 -17.91 -7.71 3.69 12.29 7.89 2.09 -12.81 -22.71 -29.71
-28.31 -30.11 -26.91 -16.51 -3.11 8.09 12.99 6.99 4.59 -11.01 -23.61 -27.61
-29.51 -27.01 -26.21 -21.71 -6.51 6.09 16.09 8.49 1.09 -14.71 -24.01 -26.31
-25.81 -41.81 -26.11 -12.31 -6.51 6.39 12.39 9.29 2.09 -8.01 -26.21 -32.11
-25.81 -32.31 -25.61 -16.51 -3.41 6.29 11.09 10.39 2.69 -8.51 -22.71 -30.31
-24.81 -35.41 -29.11 -12.81 -5.51 8.09 14.99 9.59 4.09 -7.51 -23.11 -36.31
-29.61 -35.71 -24.31 -13.61 -1.31 8.39 13.09 9.79 0.99 -11.31 -21.71 -33.21
-26.71 -33.51 -17.31 -10.41 -1.71 8.39 13.59 11.19 3.99 -9.41 -22.51 -24.61
-29.81 -24.51 -24.21 -14.71 -3.91 9.79 15.79 9.99 4.79 -10.51 -22.51 -28.91
-33.51 -36.21 -30.71 -15.11 -0.01 7.89 15.19 10.09 1.09 -10.91 -19.61 -30.31
-33.61 -35.71 -29.11 -18.21 -2.41 8.59 14.19 10.39 -1.51 -15.61 -26.61 -32.91
-31.91 -33.31 -25.61 -19.31 -3.01 11.19 15.19 12.59 -2.21 -18.41 -31.81 -33.51
-30.31 -34.81 -29.81 -19.31 -6.61 3.59 17.19 7.59 0.39 -15.11 -32.31 -36.81
-35.11 -26.21 -19.81 -17.21 -6.61 12.39 16.59 14.49 4.39 -10.31 -23.91 -30.01
-33.51 -37.21 -30.11 -17.61 -4.11 10.79 13.19 9.49 2.99 -13.11 -26.61 -21.61
-39.01 -33.31 -18.41 -16.21 -6.31 4.49 12.89 9.89 4.59 -10.71 -23.51 -32.71
-27.61 -28.41 -23.91 -13.71 -7.11 5.29 14.99 12.69 3.89 -9.31 -26.21 -34.81
-28.41 -28.01 -25.91 -18.51 -7.31 6.89 14.29 11.29 1.39 -9.61 -20.61 -31.51
-32.81 -18.51 -30.31 -18.91 -7.71 4.19 15.39 11.79 6.19 -9.51 -20.61 -26.01
-34.31 -35.21 -23.51 -15.21 -6.91 1.79 16.89 12.79 3.79 -11.31 -29.31 -26.91
-38.21 -39.01 -32.81 -18.71 -5.81 4.99 13.79 10.79 2.69 -14.11 -27.11 -19.41
-34.21 -30.31 -24.51 -11.71 -5.51 7.39 18.59 10.19 3.49 -2.41 -16.01 -20.21
-30.41 -26.71 -18.31 -11.01 -7.11 5.29 13.99 9.69 2.79 -11.11 -33.31 -35.31
-33.61 -37.71 -27.11 -17.41 -4.91 7.79 18.39 11.69 1.69 -11.41 -18.91 -26.51
-32.21 -34.31 -23.81 -18.21 -7.51 5.19 16.09 8.69 3.39 -12.41 -22.11 -24.81
-33.31 -32.91 -23.21 -17.61 -4.11 7.09 15.99 15.89 4.99 -12.31 -18.61 -24.41
-35.51 -31.11 -28.11 -13.01 -8.61 6.89 13.99 9.99 0.59 -10.51 -29.71 -31.21
-32.81 -26.41 -20.61 -17.81 -5.71 5.79 14.59 12.39 2.99 -11.71 -28.71 -32.21
-37.41 -29.31 -20.51 -13.71 -5.11 7.69 11.79 11.89 3.69 -17.01 -33.01 -31.81
-30.01 -30.61 -25.61 -15.91 -2.81 9.49 15.99 11.59 4.69 -11.01 -25.31 -18.81
-31.01 -32.01 -25.61 -17.61 -2.91 10.29 15.59 12.09 1.29 -14.71 -28.51 -26.11
-32.51 -33.91 -26.21 -19.91 -3.61 10.59 14.59 11.99 -2.81 -19.01 -32.41 -34.11
-30.91 -35.41 -30.41 -19.91 -7.21 2.99 16.59 6.99 -0.21 -15.71 -32.91 -37.41
-35.71 -26.81 -20.41 -17.81 -7.21 11.79 15.99 13.89 3.79 -10.91 -24.51 -30.61
-34.11 -37.81 -30.71 -18.21 -4.71 10.19 12.59 8.89 2.39 -13.71 -27.21 -22.21
-39.61 -33.91 -19.01 -16.81 -6.91 3.89 12.29 9.29 3.99 -11.31 -24.11 -33.31
-28.21 -29.01 -24.51 -14.31 -7.71 4.69 14.39 12.09 3.29 -9.91 -26.81 -35.41
-29.01 -28.61 -26.51 -19.11 -7.91 6.29 13.69 10.69 0.79 -10.21 -21.21 -32.11
-33.41 -19.11 -30.91 -19.51 -8.31 3.59 14.79 11.19 5.59 -10.11 -21.21 -26.61
-34.91 -35.81 -24.11 -15.81 -7.51 1.19 16.29 12.19 3.19 -11.91 -29.91 -27.51
-38.81 -39.61 -33.41 -19.31 -6.41 4.39 13.19 10.19 2.09 -14.71 -27.71 -20.01
-34.81 -30.91 -25.11 -12.31 -6.11 6.79 17.99 9.59 2.89 -3.01 -16.61 -20.81
-31.01 -27.31 -18.91 -11.61 -7.71 4.69 13.39 9.09 2.19 -11.71 -33.91 -35.91
-34.21 -38.31 -27.71 -18.01 -5.51 7.19 17.79 11.09 1.09 -12.01 -19.51 -27.11
-32.81 -34.91 -24.41 -18.81 -8.11 4.59 15.49 8.09 2.79 -13.01 -22.71 -25.41
-33.91 -33.51 -23.81 -18.21 -4.71 6.49 15.39 15.29 4.39 -12.91 -19.21 -25.01
-36.11 -31.71 -28.71 -13.61 -9.21 6.29 13.39 9.39 -0.01 -11.11 -30.31 -31.81
-33.41 -27.01 -21.21 -18.41 -6.31 5.19 13.99 11.79 2.39 -12.31 -29.31 -32.81
-38.01 -29.91 -21.11 -14.31 -5.71 7.09 11.19 11.29 3.09 -17.61 -33.61 -32.41
-30.61 -31.21 -26.21 -16.51 -3.41 8.89 15.39 10.99 4.09 -11.61 -25.91 -19.41
-30.21 -27.71 -24.81 -15.11 -5.11 7.39 15.19 11.99 2.99 -10.81 -25.71 -24.91
-31.41 -26.01 -25.11 -15.41 -8.61 4.09 13.29 11.29 0.19 -11.61 -27.21 -32.11
-35.31 -29.81 -24.11 -18.61 -1.11 1.79 13.79 7.99 -2.71 -11.71 -19.71 -35.81
-33.71 -36.31 -25.71 -9.11 -2.81 5.59 13.69 7.69 4.09 -6.61 -29.11 -34.41
-34.61 -36.21 -24.41 -19.41 -8.21 5.09 11.99 12.09 -2.51 -19.71 -30.41 -32.61
-35.11 -24.71 -32.01 -18.21 -4.51 5.99 12.89 8.69 0.69 -13.41 -24.51 -26.91
-32.91 -28.51 -27.51 -15.61 -5.01 4.79 12.79 12.39 0.49 -14.51 -27.91 -37.31
-39.51 -35.01 -29.21 -23.51 -4.71 10.09 14.69 10.39 1.79 -12.81 -16.91 -25.01
-40.31 -35.21 -21.01 -20.01 -9.31 9.99 13.89 10.79 -2.11 -13.51 -25.81 -33.21
-30.61 -36.91 -25.71 -16.31 -4.31 8.09 11.39 12.09 3.99 -11.91 -29.81 -26.01
-35.91 -38.41 -33.51 -18.31 -8.11 3.29 11.89 7.49 1.69 -13.21 -23.11 -30.11
-28.71 -30.51 -27.31 -16.91 -3.51 7.69 12.59 6.59 4.19 -11.41 -24.01 -28.01
-29.91 -27.41 -26.61 -22.11 -6.91 5.69 15.69 8.09 0.69 -15.11 -24.41 -26.71
-26.21 -42.21 -26.51 -12.71 -6.91 5.99 11.99 8.89 1.69 -8.41 -26.61 -32.51
-26.21 -32.71 -26.01 -16.91 -3.81 5.89 10.69 9.99 2.29 -8.91 -23.11 -30.71
-25.21 -35.81 -29.51 -13.21 -5.91 7.69 14.59 9.19 3.69 -7.91 -23.51 -36.71
-30.01 -36.11 -24.71 -14.01 -1.71 7.99 12.69 9.39 0.59 -11.71 -22.11 -33.61
-27.11 -33.91 -17.71 -10.81 -2.11 7.99 13.19 10.79 3.59 -9.81 -22.91 -25.01
-30.21 -24.91 -24.61 -15.11 -4.31 9.39 15.39 9.59 4.39 -10.91 -22.91 -29.31
-33.91 -36.61 -31.11 -15.51 -0.41 7.49 14.79 9.69 0.69 -11.31 -20.01 -30.71
-32.71 -31.31 -28.11 -15.41 -4.51 5.79 13.99 10.49 0.39 -11.51 -23.61 -31.41
-31.41 -26.01 -25.11 -15.41 -8.61 4.09 13.29 11.29 0.19 -11.61 -27.21 -32.11
-35.31 -29.81 -24.11 -18.61 -1.11 1.79 13.79 7.99 -2.71 -11.71 -19.71 -35.81
-33.71 -36.31 -25.71 -9.11 -2.81 5.59 13.69 7.69 4.09 -6.61 -29.11 -34.41
-34.61 -36.21 -24.41 -19.41 -8.21 5.09 11.99 12.09 -2.51 -19.71 -30.41 -32.61
-35.11 -24.71 -32.01 -18.21 -4.51 5.99 12.89 8.69 0.69 -13.41 -24.51 -26.91
-32.91 -28.51 -27.51 -15.61 -5.01 4.79 12.79 12.39 0.49 -14.51 -27.91 -37.31
-39.51 -35.01 -29.21 -23.51 -4.71 10.09 14.69 10.39 1.79 -12.81 -16.91 -25.01
-40.31 -35.21 -21.01 -20.01 -9.31 9.99 13.89 10.79 -2.11 -13.51 -25.81 -33.21
-30.61 -36.91 -25.71 -16.31 -4.31 8.09 11.39 12.09 3.99 -11.91 -29.81 -26.01
-35.91 -38.41 -33.51 -18.31 -8.11 3.29 11.89 7.49 1.69 -13.21 -23.11 -30.11
-28.71 -30.51 -27.31 -16.91 -3.51 7.69 12.59 6.59 4.19 -11.41 -24.01 -28.01
-29.91 -27.41 -26.61 -22.11 -6.91 5.69 15.69 8.09 0.69 -15.11 -24.41 -26.71
-26.21 -42.21 -26.51 -12.71 -6.91 5.99 11.99 8.89 1.69 -8.41 -26.61 -32.51
-26.21 -32.71 -26.01 -16.91 -3.81 5.89 10.69 9.99 2.29 -8.91 -23.11 -30.71
-25.21 -35.81 -29.51 -13.21 -5.91 7.69 14.59 9.19 3.69 -7.91 -23.51 -36.71
-30.01 -36.11 -24.71 -14.01 -1.71 7.99 12.69 9.39 0.59 -11.71 -22.11 -33.61
-27.11 -33.91 -17.71 -10.81 -2.11 7.99 13.19 10.79 3.59 -9.81 -22.91 -25.01
-30.21 -24.91 -24.61 -15.11 -4.31 9.39 15.39 9.59 4.39 -10.91 -22.91 -29.31
-33.91 -36.61 -31.11 -15.51 -0.41 7.49 14.79 9.69 0.69 -11.31 -20.01 -30.71
-34.01 -36.11 -29.51 -18.61 -2.81 8.19 13.79 9.99 -1.91 -16.01 -27.01 -33.31
-32.41 -33.81 -26.11 -19.81 -3.51 10.69 14.69 12.09 -2.71 -18.91 -32.31 -34.01
-30.81 -35.31 -30.31 -19.81 -7.11 3.09 16.69 7.09 -0.11 -15.61 -32.81 -37.31
-35.61 -26.71 -20.31 -17.71 -7.11 11.89 16.09 13.99 3.89 -10.81 -24.41 -30.51
-34.01 -37.71 -30.61 -18.11 -4.61 10.29 12.69 8.99 2.49 -13.61 -27.11 -22.11
-39.51 -33.81 -18.91 -16.71 -6.81 3.99 12.39 9.39 4.09 -11.21 -24.01 -33.21
-28.11 -28.91 -24.41 -14.21 -7.61 4.79 14.49 12.19 3.39 -9.81 -26.71 -35.31
-28.91 -28.51 -26.41 -19.01 -7.81 6.39 13.79 10.79 0.89 -10.11 -21.11 -32.01
-33.31 -19.01 -30.81 -19.41 -8.21 3.69 14.89 11.29 5.69 -10.01 -21.11 -26.51
-34.81 -35.71 -24.01 -15.71 -7.41 1.29 16.39 12.29 3.29 -11.81 -29.81 -27.41
-38.71 -39.51 -33.31 -19.21 -6.31 4.49 13.29 10.29 2.19 -14.61 -27.61 -19.91
-34.71 -30.81 -25.01 -12.21 -6.01 6.89 18.09 9.69 2.99 -2.91 -16.51 -20.71
-30.91 -27.21 -18.81 -11.51 -7.61 4.79 13.49 9.19 2.29 -11.61 -33.81 -35.81
-34.11 -38.21 -27.61 -17.91 -5.41 7.29 17.89 11.19 1.19 -11.91 -19.41 -27.01
-32.71 -34.81 -24.31 -18.71 -8.01 4.69 15.59 8.19 2.89 -12.91 -22.61 -25.31
-33.81 -33.41 -23.71 -18.11 -4.61 6.59 15.49 15.39 4.49 -12.81 -19.11 -24.91
-36.01 -31.61 -28.61 -13.51 -9.11 6.39 13.49 9.49 0.09 -11.01 -30.21 -31.71
-33.31 -26.91 -21.11 -18.31 -6.21 5.29 14.09 11.89 2.49 -12.21 -29.21 -32.71
-37.91 -29.81 -21.01 -14.21 -5.61 7.19 11.29 11.39 3.19 -17.51 -33.51 -32.31
-30.51 -31.11 -26.11 -16.41 -3.31 8.99 15.49 11.09 4.19 -11.51 -25.81 -19.31
-31.51 -32.51 -26.11 -18.11 -3.41 9.79 15.09 11.59 0.79 -15.21 -29.01 -26.61
-33.51 -34.91 -27.21 -20.91 -4.61 9.59 13.59 10.99 -3.81 -20.01 -33.41 -35.11
-31.91 -36.41 -31.41 -20.91 -8.21 1.99 15.59 5.99 -1.21 -16.71 -33.91 -38.41
-36.71 -27.81 -21.41 -18.81 -8.21 10.79 14.99 12.89 2.79 -11.91 -25.51 -31.61
-35.11 -38.81 -31.71 -19.21 -5.71 9.19 11.59 7.89 1.39 -14.71 -28.21 -23.21
-40.61 -34.91 -20.01 -17.81 -7.91 2.89 11.29 8.29 2.99 -12.31 -25.11 -34.31
-29.21 -30.01 -25.51 -15.31 -8.71 3.69 13.39 11.09 2.29 -10.91 -27.81 -36.41
-30.01 -29.61 -27.51 -20.11 -8.91 5.29 12.69 9.69 -0.21 -11.21 -22.21 -33.11
-34.41 -20.11 -31.91 -20.51 -9.31 2.59 13.79 10.19 4.59 -11.11 -22.21 -27.61
-35.91 -36.81 -25.11 -16.81 -8.51 0.19 15.29 11.19 2.19 -12.91 -30.91 -28.51
-39.81 -40.61 -34.41 -20.31 -7.41 3.39 12.19 9.19 1.09 -15.71 -28.71 -21.01
-35.81 -31.91 -26.11 -13.31 -7.11 5.79 16.99 8.59 1.89 -4.01 -17.61 -21.81
-32.01 -28.31 -19.91 -12.61 -8.71 3.69 12.39 8.09 1.19 -12.71 -34.91 -36.91
-35.21 -39.31 -28.71 -19.01 -6.51 6.19 16.79 10.09 0.09 -13.01 -20.51 -28.11
-33.81 -35.91 -25.41 -19.81 -9.11 3.59 14.49 7.09 1.79 -14.01 -23.71 -26.41
-34.91 -34.51 -24.81 -19.21 -5.71 5.49 14.39 14.29 3.39 -13.91 -20.21 -26.01
-37.11 -32.71 -29.71 -14.61 -10.21 5.29 12.39 8.39 -1.01 -12.11 -31.31 -32.81
-34.41 -28.01 -22.21 -19.41 -7.31 4.19 12.99 10.79 1.39 -13.31 -30.31 -33.81
-39.01 -30.91 -22.11 -15.31 -6.71 6.09 10.19 10.29 2.09 -18.61 -34.61 -33.41
-31.61 -32.21 -27.21 -17.51 -4.41 7.89 14.39 9.99 3.09 -12.61 -26.91 -20.41
-32.61 -33.61 -27.21 -19.21 -4.51 8.69 13.99 10.49 -0.31 -16.31 -30.11 -27.71
-33.11 -34.51 -26.81 -20.51 -4.21 9.99 13.99 11.39 -3.41 -19.61 -33.01 -34.71
-31.51 -36.01 -31.01 -20.51 -7.81 2.39 15.99 6.39 -0.81 -16.31 -33.51 -38.01
-36.31 -27.41 -21.01 -18.41 -7.81 11.19 15.39 13.29 3.19 -11.51 -25.11 -31.21
-34.71 -38.41 -31.31 -18.81 -5.31 9.59 11.99 8.29 1.79 -14.31 -27.81 -22.81
-40.21 -34.51 -19.61 -17.41 -7.51 3.29 11.69 8.69 3.39 -11.91 -24.71 -33.91
-28.81 -29.61 -25.11 -14.91 -8.31 4.09 13.79 11.49 2.69 -10.51 -27.41 -36.01
