"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Aug" "Sep" "Okt" "Nov" "Dez" "year" "yearce"
-45.27 -42.74 -33.29 -16.35 0.18 8.37 6.19 1.54 -4.92 -23.03 -37.77 -47.94 21979 -20029
-46.5 -41.02 -29.7 -16.64 -0.67 6.79 7.09 1.19 -9.89 -19.4 -37.96 -46.38 21978 -20028
-45.49 -39.75 -30.99 -14.53 -0.7 9.52 7.81 4.4 -7.19 -21.37 -29.28 -45.35 21977 -20027
-48.41 -47.12 -26.64 -13.49 -1.94 8.5 8.11 3.1 -10.34 -17.57 -35.47 -47.54 21976 -20026
-50.58 -41.54 -32.21 -16.91 0.01 10.1 8.17 2.5 -7.7 -15.77 -35.52 -45.56 21975 -20025
-48.59 -40.61 -31.01 -10.23 2.02 10.47 8.15 2.55 -5.16 -14.15 -36.63 -48.46 21974 -20024
-46.99 -44.4 -34.74 -13.66 -0.55 11.09 8.42 4.22 -6.55 -19.26 -35.55 -43.89 21973 -20023
-44.53 -40.9 -34.92 -12.77 1.2 6.89 7.08 4.45 -5.55 -22.1 -44.17 -48.08 21972 -20022
-48.51 -47.89 -30.87 -15.87 -0.74 10.74 7.46 3.35 -5.67 -20.37 -44.01 -37.06 21971 -20021
-39.73 -37.29 -32.38 -13.64 0.93 9.8 7.57 4.72 -5.75 -12.05 -37.09 -44.35 21970 -20020
-45.53 -39.17 -30.19 -15.95 -1.63 9.86 7.72 3.34 -5.13 -18.52 -30.3 -46.98 21969 -20019
-47.75 -39.37 -31.03 -15 0.37 8.58 8.89 7.67 -6.38 -15.25 -37.68 -48.35 21968 -20018
-48.22 -43.76 -25.52 -10.62 0.4 10.3 8.73 4.47 -5.03 -17.35 -40.01 -44.4 21967 -20017
-47.95 -41.22 -28.08 -17.44 0.39 6.17 6.26 4.03 -6.08 -21.02 -37.11 -44.42 21966 -20016
-48.49 -45.18 -29.76 -18.62 -2.01 9.46 9.65 4.34 -4.76 -20.59 -36.16 -42.51 21965 -20015
-44.24 -46.03 -33.84 -17.65 -1.94 8.8 10.24 1.64 -8.52 -18.31 -33.82 -42.36 21964 -20014
-49.51 -44.28 -32.76 -13.47 -0.52 8.56 9.99 7.77 -6.55 -19.17 -38.64 -40.9 21963 -20013
-43.98 -33.48 -26.72 -17.08 0.1 8.23 9.22 7.48 -6.46 -19.95 -34.53 -48.76 21962 -20012
-44.24 -44.36 -31.7 -17.8 -1.24 3.91 7.7 5.62 -11.25 -18.47 -34.11 -42.67 21961 -20011
-47.72 -40.06 -32.08 -19.39 0.86 7.35 7.16 4.59 -3.96 -20.99 -36.71 -42.22 21960 -20010
-43.55 -40.73 -30.14 -16.47 -2.21 8.8 9.02 1.54 -8.51 -19.66 -35.75 -41.43 21959 -20009
-42.95 -44.57 -31.98 -17.92 0.2 8.02 7.11 4.97 -5.86 -21.85 -39.02 -45.88 21958 -20008
-45.49 -41.74 -30.6 -15.19 -2.23 6.32 9.6 2.83 -6.64 -24.07 -39.07 -47.45 21957 -20007
-49.67 -41.89 -30.14 -17.26 -0.81 9.06 6.97 7.49 -8.22 -20.8 -37.88 -44.59 21956 -20006
-40.94 -39.5 -31.09 -17.13 -0.19 10.13 10.46 7.46 -2.66 -12.39 -39.57 -48.68 21955 -20005
-41.58 -38.51 -28.98 -10.32 -1.06 11.11 11.18 7.77 -6.98 -18.5 -36.45 -50.42 21954 -20004
-45.53 -44.79 -30.89 -17.64 3 10.44 10.62 5.93 -4.64 -13.35 -36.77 -45.88 21953 -20003
-44.17 -42.41 -29.06 -17.1 -2.64 9.26 9.41 7.34 -5.96 -20.1 -42.91 -44.12 21952 -20002
-50.7 -41.98 -32.47 -16.44 -3.06 7.98 9.32 5.05 -6.17 -17.87 -29.8 -51.28 21951 -20001
-51.25 -41.12 -28.47 -17.49 -3.04 7.94 9.24 6.6 -2.95 -19.32 -38 -42.54 21950 -20000
-43.96 -43.55 -33.2 -13.31 1.38 10.64 10.37 4.63 -6.36 -16.46 -35.64 -46.3 21949 -19999
-46.84 -39.85 -36.5 -14.66 -1.63 9.35 9.09 4.41 -4.19 -15.5 -36.6 -45.63 21948 -19998
-49.31 -36.56 -30.04 -14.02 -2.05 8.32 9 5.36 -7.58 -16.23 -39.04 -43.57 21947 -19997
-46.37 -40.74 -33.51 -14.69 -1.9 7.51 8.64 5.32 -8.4 -21.46 -37.54 -48.53 21946 -19996
-51.97 -46.59 -29.63 -14.2 -1.48 8.43 10.79 5.77 -6.72 -20.28 -38.8 -49.21 21945 -19995
-42.85 -40.36 -37.93 -17.85 -2.82 7.28 9.6 6.69 -3.94 -18.9 -34.03 -45.94 21944 -19994
-49.15 -44.56 -27.64 -15.62 1.71 8.43 4.95 4.84 -5.62 -23.09 -36.87 -45.72 21943 -19993
-46.18 -42.47 -36.16 -20.19 -1.51 7.5 10.68 8.66 -1.03 -19.52 -35.12 -37 21942 -19992
-48.73 -41.39 -24.17 -21.38 -2.32 8.52 8.02 5.45 -7.03 -20.43 -35.52 -42.8 21941 -19991
-46.94 -43.57 -33.5 -19.13 -1.53 8.66 9.1 4.56 -7.22 -19.94 -37.59 -41.4 21940 -19990
-40.01 -42.99 -28.73 -16.85 -0.76 9.01 8.06 5.79 -4.14 -16.86 -35.38 -44.78 21939 -19989
-49.56 -39.95 -33.57 -11 0.48 7.49 8.63 6.12 -10.89 -19.99 -35.36 -46.92 21938 -19988
-44.24 -41.14 -31.19 -15.81 1.15 10.35 13.79 4.49 -4.2 -20.68 -36.39 -45.94 21937 -19987
-40.62 -35.78 -36.36 -17.3 -2.19 6.51 8.21 5.84 -7.46 -19.23 -30.73 -47.33 21936 -19986
-50.24 -42.57 -33.02 -12.5 -1.7 8.07 10.2 6.53 -1.68 -19.2 -35.73 -45.55 21935 -19985
-46.19 -40.74 -30.62 -18.54 -2.08 6.02 8.79 7.23 -2.88 -19.72 -39.27 -42.46 21934 -19984
-43.56 -43.75 -35.12 -17.1 -3.98 5.04 7.71 5.77 -6.62 -14.6 -36.87 -42.92 21933 -19983
-49.63 -43.06 -28.15 -17.89 -1.67 7.93 5.52 2.91 -3.22 -19.05 -37.02 -46.62 21932 -19982
-46.68 -37.68 -27.99 -13.5 0.29 8.12 6.64 2.27 -5.44 -18.59 -34.56 -48.11 21931 -19981
-46.49 -40.78 -32.93 -15.4 -0.82 8.85 8.67 7.12 -5.25 -18.66 -37.69 -48.39 21930 -19980
-44.46 -40.38 -29.75 -13.04 -0.35 8.28 7.19 6.56 -7.86 -21.47 -38.91 -47.78 21929 -19979
-50.26 -42.62 -35.64 -16.04 -1.37 10.35 10.2 3.29 -5.36 -20.39 -34.52 -49.9 21928 -19978
-42.66 -45.07 -29.57 -15.01 -1.45 9.46 11.68 6.96 -2.79 -17.5 -36.38 -41.84 21927 -19977
-42.66 -41.2 -32.15 -16.19 -1.08 9.72 11.06 5.7 -5.87 -19.26 -36.51 -48.16 21926 -19976
-45.46 -46.28 -29.47 -15.73 0.9 8.83 11.09 6.61 -7.01 -20.65 -34.98 -47.54 21925 -19975
-48.7 -41.78 -36.3 -13.72 -0.9 10.47 10.49 8.32 -2.64 -17.8 -36.69 -40.53 21924 -19974
-49.18 -45.31 -33.16 -15.11 -3.52 10.53 9.89 3.76 -6.73 -21.65 -36.98 -45.99 21923 -19973
-53.5 -42.44 -31.4 -16.11 -0.18 4.64 5.9 7.06 -5.09 -16.16 -37.31 -40.76 21922 -19972
-45.75 -40.25 -30.03 -19.07 -1.39 9.53 9.66 4.77 -3.89 -20.76 -42.71 -47.83 21921 -19971
-50.33 -46.1 -33.51 -17.5 -4.03 8.74 8.07 7.1 -7.5 -19.5 -38.14 -43.71 21920 -19970
-47.16 -44.31 -34.95 -15.7 0.78 11.36 12.99 8.54 -2.73 -15.58 -37.43 -41.14 21919 -19969
-44.04 -48.05 -34.09 -14.83 -0.06 8.61 10.28 6.09 -5.04 -21.58 -34.95 -39.73 21918 -19968
-43.84 -45.87 -32.89 -16.36 -2.07 6.52 8.36 6.85 -1.74 -14.93 -34.27 -44.05 21917 -19967
-46.95 -47.29 -32.86 -20.12 -0.93 7.54 8.17 4.89 -5.89 -18.77 -36.44 -44.93 21916 -19966
-44.37 -38.82 -32.22 -15.28 -2.7 10.1 11.25 5.31 -5.25 -16.56 -37.19 -46.01 21915 -19965
-49.01 -42.68 -31.21 -15.26 -1.77 9.24 9.28 7.2 -3.64 -20.06 -40.66 -47.19 21914 -19964
-40.21 -42.61 -27.92 -19.64 -2.48 9.31 10.15 9.9 -2.24 -18.4 -35.81 -42.38 21913 -19963
-49.32 -40.26 -36.01 -18.32 -4.38 6.78 9.68 6.29 -6.66 -17.48 -36.75 -44.97 21912 -19962
-44.18 -46.53 -34.52 -13.1 -1.39 6.78 9.31 6.36 -8.08 -16.28 -36.7 -42.96 21911 -19961
-49.05 -43.25 -30.99 -15.25 -3.08 10.1 10.04 7.64 3.04 -13.84 -35.29 -42.76 21910 -19960
-44.78 -37.02 -28.07 -21.94 -2.35 7.03 10.06 8 -5.95 -18.74 -38.31 -44.93 21909 -19959
-47.24 -45.65 -31.33 -11.5 -1.35 9.11 8.5 7.56 -4.47 -15.31 -38.07 -43.9 21908 -19958
-47.13 -42.31 -31.66 -16.08 -1.7 8.56 12.79 8.58 -0.23 -17.94 -32.52 -46.76 21907 -19957
-46.09 -41.55 -33.4 -20.46 0.37 11.39 12.92 5.85 -4.19 -19.92 -36.8 -43.46 21906 -19956
-45.88 -43.45 -28.88 -11.96 -0.64 9.88 12.2 7.66 -1.9 -16.45 -35.93 -44.18 21905 -19955
-49.88 -43.87 -32.84 -20.59 -2.31 6.78 9.44 6.88 -2.91 -19.22 -33.68 -40.8 21904 -19954
-53.06 -38.28 -31.95 -14.57 0.25 5.74 6.08 1.71 -5.45 -23.54 -32.69 -50.16 21903 -19953
-46.6 -45.18 -34.75 -17.93 -3.38 4.58 5.17 2.51 -11.51 -18.22 -41.01 -49.57 21902 -19952
-46.5 -41.41 -26.6 -15.02 1.51 9.25 6.44 3.88 -7.04 -18.48 -37.84 -44.66 21901 -19951
-46.21 -46.66 -31.86 -18.02 -0.15 9.88 7.22 2.73 -5.72 -14.6 -38.19 -42.46 21900 -19950
-43.47 -39.05 -26.98 -14.75 0.07 8.11 5.13 2.92 -2.23 -15.87 -32.71 -46.15 21899 -19949
-49.11 -44.73 -30.77 -19.39 0.79 9.05 7.88 4.33 -5.56 -17.31 -36.27 -45.58 21898 -19948
-47.23 -44.2 -32.38 -17.1 -0.85 6.51 7.77 6.09 -9.81 -18.52 -38.6 -47.69 21897 -19947
-40.56 -38.66 -33.36 -13.22 -0.32 7.41 7.76 6.23 -4.9 -15.33 -34.12 -48.19 21896 -19946
-50.73 -42.22 -29.53 -15.73 -1.23 6.94 5.08 -2.4 -5.13 -25.39 -34.54 -46.27 21895 -19945
-49.39 -39.77 -28.03 -13.89 1.47 6.02 5.83 1.14 -11.75 -23.3 -31.9 -42.28 21894 -19944
-50.46 -44.64 -32.36 -22.1 -1.24 8.52 7.7 4.05 -7.29 -20.07 -27.58 -47.72 21893 -19943
-46.6 -45.3 -35.73 -20.38 -1.56 4.93 4.5 -0.97 -8.42 -26.77 -38.36 -44.88 21892 -19942
-44.53 -46.77 -30.48 -18.6 -2.21 6.73 5.04 -1.07 -10.06 -20.06 -42.66 -47.52 21891 -19941
-50.9 -40.65 -32.75 -15.07 -2.3 7.12 6.78 2.41 -9.38 -22.4 -43.38 -49.66 21890 -19940
-46.5 -45.67 -39.23 -16.64 -1.73 8.01 5.69 1.56 -7.77 -14.35 -35.99 -48.19 21889 -19939
-48.12 -41.93 -39.7 -10.7 -0.37 8.19 3.81 0.42 -10.21 -22.55 -32.56 -48.03 21888 -19938
-51.13 -43.92 -28.62 -19.63 -2.38 7.96 6.4 0.54 -12.26 -22.53 -40.94 -44.15 21887 -19937
-45.03 -41.45 -31.97 -14.25 -0.98 9.94 6.89 2.97 -6.87 -15.3 -36.13 -47.15 21886 -19936
-47.36 -34.44 -35.11 -17.44 0.62 8.13 7.89 2.01 -12.06 -25.81 -32.55 -48.52 21885 -19935
-45.05 -40.7 -35.13 -14.93 -2.51 8.33 5.02 1.29 -8.8 -24.8 -38.78 -44.93 21884 -19934
-44.03 -44.01 -34.25 -19.5 -4.21 7.09 4.02 -0.97 -11.18 -26.86 -41.98 -43.66 21883 -19933
-42.01 -45.08 -37.64 -18.46 -4.6 5.86 3.57 -1.08 -10.8 -24.29 -41.12 -51.93 21882 -19932
-47.97 -43.94 -33.9 -20.45 -4.52 4.32 5.66 2.16 -8.15 -22.82 -40.57 -45.53 21881 -19931
-42.75 -46.84 -33.43 -20.48 -5.28 6.16 4.66 1.51 -9.57 -19.9 -42.14 -43.42 21880 -19930
-48.51 -41.85 -37.61 -18.09 -7.71 5.89 3.3 -2.04 -9.22 -20.42 -38.22 -49.88 21879 -19929
-45.2 -41.55 -30.97 -17.31 -0.12 6.85 3.93 -0.96 -15.26 -23.11 -39.09 -42.86 21878 -19928
-47.28 -43.48 -30.74 -19.94 -5.02 5.6 5.51 1.3 -8.88 -24.39 -42.01 -39.87 21877 -19927
-47.34 -43.81 -31.54 -17.76 -3.49 5.38 2.72 -0.6 -8.77 -24.7 -42.69 -48.56 21876 -19926
-48.47 -47.25 -35.79 -18.36 -5.16 7.91 7.51 -5.47 -8.74 -22.66 -40.37 -43.59 21875 -19925
-49.58 -38.79 -30.44 -20.08 -3.3 4.92 4.79 -0.17 -11.17 -22.88 -35.98 -48.64 21874 -19924
-45.48 -44.81 -38.32 -18.18 -4.89 5.52 2.89 -0.23 -9.43 -23.92 -36.14 -49.45 21873 -19923
-49.46 -43.16 -36.64 -20.39 -3.08 7.54 7.92 2.87 -10.06 -25.59 -38.98 -43.88 21872 -19922
-49.94 -45.39 -34.56 -16.65 -2.18 4 6.01 1.93 -9.94 -19.29 -39.78 -40.71 21871 -19921
-47.98 -45.34 -31.06 -21.57 -2.15 5.75 2.17 -2.52 -6.44 -22.07 -32.09 -41.8 21870 -19920
-46.41 -44.5 -38.44 -20.31 -5.11 6.88 5.78 2.7 -13.96 -26.16 -37.93 -45.37 21869 -19919
-49.09 -43.87 -31.02 -19.32 -5.14 6.03 1.93 -0.95 -13.49 -13.74 -37.07 -46.5 21868 -19918
-45.67 -42.75 -32.45 -18.74 0.26 7.82 4.16 3.62 -8.66 -25.06 -40.01 -47.53 21867 -19917
-48.42 -44.14 -36.84 -19.79 -4.28 7.18 5.97 -0.6 -11.07 -25.51 -35.53 -49.88 21866 -19916
-47.06 -45.07 -35.82 -20.68 -2.34 5.24 3.08 1.07 -7.43 -20.93 -36.14 -47.42 21865 -19915
-48.65 -45.89 -33.88 -18.33 -0.68 5.38 6.27 -0.15 -11.81 -21.57 -37.08 -46.92 21864 -19914
-43.49 -44.65 -35.76 -22.4 -3.12 5.88 6.79 0.74 -14.8 -19.76 -34.88 -44.68 21863 -19913
-49.08 -46.08 -34.22 -15.95 -4.61 2.24 2.7 3.61 -10.71 -28.91 -37.48 -46.88 21862 -19912
-45.8 -40.66 -31.08 -18.95 -5.67 5.21 2.47 -0.38 -9.45 -19.69 -36.63 -47.56 21861 -19911
-47.85 -42.25 -27.95 -15.36 -3.62 6.08 5.11 -2.2 -7.57 -22.48 -35.36 -48.95 21860 -19910
-45.53 -40.13 -29.94 -21.56 -2.55 5.03 5.18 1.47 -10.04 -22.21 -34.73 -45.91 21859 -19909
-50.8 -43.26 -34.75 -22.45 -3.66 3.99 2.71 -1.12 -7.48 -22.5 -38.72 -44.98 21858 -19908
-45.13 -46.71 -33.57 -18.05 -5.15 6.33 2.75 -2 -12.46 -24.38 -39.21 -51.82 21857 -19907
-50.25 -46.72 -32.72 -22.27 -1.91 7.77 5.73 -0.95 -12.65 -27.11 -38.48 -45.01 21856 -19906
-44.6 -41.57 -35.93 -18.97 -3.79 6.81 4.29 -4.32 -10.99 -25.03 -42.03 -50.86 21855 -19905
-50.57 -47.79 -37.66 -15.07 -4.39 6.37 4.17 1.21 -7.2 -25.95 -36.16 -44.97 21854 -19904
-49.56 -47.36 -35.39 -16.73 -0.6 7.97 5.14 0.72 -7.11 -23.48 -37.03 -48.89 21853 -19903
-44.97 -40.38 -31.21 -18.45 -2.87 6.64 2.86 -2.63 -7.21 -25.89 -37.04 -43.95 21852 -19902
-47.48 -44.72 -36.19 -19.82 -5.09 6.46 4.03 1 -8.2 -20.12 -38.19 -47.48 21851 -19901
-51.85 -45.76 -34.6 -16.69 -1.77 6.21 4.14 0.05 -11.99 -21.84 -40.24 -46.31 21850 -19900
-45.84 -44.58 -33.4 -16.33 -3.36 3.86 6 -1.05 -9.32 -22.53 -40.35 -49.11 21849 -19899
-43.7 -45.57 -35.43 -18.44 -2.71 7.7 3.03 -1.35 -11.1 -21.33 -39.67 -42.33 21848 -19898
-46.63 -43.91 -30.41 -21.61 -4.08 7.43 4.31 -3.27 -13.53 -23.8 -40.19 -48.96 21847 -19897
-54.46 -43.78 -33.44 -20.8 -1.62 6.64 4.23 -2.47 -13.29 -21.63 -32.15 -46.97 21846 -19896
-50.79 -39.75 -34.5 -22.45 -4.03 4.89 5.89 1.58 -9.77 -20.1 -37.59 -45.92 21845 -19895
-52.62 -43.74 -34.64 -23.11 -4.32 5.13 1.81 -3.76 -13.31 -21.31 -39.74 -46.26 21844 -19894
-45.26 -42.88 -27.91 -24.5 -3.95 6.63 3.46 -0.16 -11.65 -27.56 -42.95 -51.17 21843 -19893
-49.35 -46.42 -31.9 -23.19 -3.76 7.59 3.55 1.42 -10.85 -25.89 -38.39 -47.92 21842 -19892
-43.22 -45.16 -33.05 -20.12 -7.42 2.87 4.45 -0.31 -10.95 -19.78 -36.99 -46.21 21841 -19891
-46.17 -38.62 -39.27 -18.89 -1.23 6.64 4.44 2.27 -11.8 -24.14 -40.14 -49.81 21840 -19890
-46.57 -44 -32.06 -21 -3.51 9.67 4.1 1.14 -15.89 -24.77 -46.35 -49.39 21839 -19889
-44.76 -47.6 -34.56 -20.33 -3.94 3.92 3.65 -0.76 -11.94 -26.06 -42.42 -43.48 21838 -19888
-52.3 -47.57 -40.71 -24.28 -3.77 3.91 4.63 -2.51 -11.13 -19.22 -37.78 -46.68 21837 -19887
-48.35 -41.43 -34.29 -19.3 -4.76 3.83 5 2.07 -12.45 -20.69 -39.24 -45.74 21836 -19886
-43.92 -47.04 -32.61 -21.35 -3.82 6.88 5.97 -1.95 -11.12 -13.74 -36.59 -45.48 21835 -19885
-46.11 -43.73 -37.66 -22.97 -7.92 6.5 4.7 2.4 -12.86 -23.84 -40.97 -42.8 21834 -19884
-44.91 -49.25 -37.18 -21.81 -4.37 6.11 3.75 -1.27 -14.98 -21.7 -37.13 -49.17 21833 -19883
-44.47 -38.4 -31.95 -19.88 -4.59 5.22 4.32 0.57 -13.58 -26.15 -35.56 -45.78 21832 -19882
-52.1 -41.55 -37.18 -19.12 -4.57 5.92 4.48 0.25 -11.92 -20.36 -39.34 -46.62 21831 -19881
-41.43 -46.33 -33.13 -21.75 -4.27 9.02 4.31 -2.8 -5.61 -21.33 -39.33 -51.6 21830 -19880
-44.79 -44.75 -33.57 -17.52 -7.05 4.47 2.85 -1.65 -15.09 -20.59 -38.94 -45.44 21829 -19879
-41.84 -45.67 -34.37 -22.09 -4.2 6.21 4.15 1.4 -11.44 -15.01 -41.42 -45.92 21828 -19878
-49.57 -46.01 -34.75 -22.68 -3.53 5.86 4.69 2.88 -10.82 -21.55 -43.65 -48.48 21827 -19877
-49.04 -48.07 -37.31 -20.91 -2.7 5.93 3.62 -2.4 -11.57 -22.05 -35.29 -42.83 21826 -19876
-46.28 -43.51 -37.99 -23.37 -4.61 7.05 4.26 -2.6 -6.66 -20.73 -39.97 -46.8 21825 -19875
-48.37 -44.2 -38.5 -23.68 -0.95 8.01 3.58 1.12 -8.75 -17.39 -38.96 -44.1 21824 -19874
-45.58 -44.02 -35.66 -21.39 -5.95 6.95 4.92 -1.1 -9.31 -20.82 -39.26 -41.64 21823 -19873
-48.83 -47.39 -36.37 -17.21 -8.39 3.09 2.52 -2.55 -17.99 -24.02 -38.35 -43.41 21822 -19872
-50.05 -43.6 -40.47 -24.08 -2.72 5.35 5.94 2.28 -7.47 -21.16 -36.4 -49.01 21821 -19871
-46.08 -47.37 -37.24 -19.73 -2.65 8.53 3.18 0.82 -8.68 -26.73 -42.22 -42.99 21820 -19870
-48.82 -45.13 -37.24 -20.43 -4.04 6.07 5.89 0.47 -7.25 -25.66 -38.42 -43.9 21819 -19869
-48.12 -42.93 -36.07 -21.48 -3.34 4.34 3.66 1.39 -7.82 -21.56 -39 -44.7 21818 -19868
-47.94 -48.32 -34.99 -18.74 -5.09 5.2 2.35 -2.02 -9.16 -21.84 -35.44 -39.58 21817 -19867
-52.6 -36.42 -33.06 -23.71 -4.64 5.26 3.74 1.49 -9.45 -19 -34.1 -43.07 21816 -19866
-45.11 -47.31 -34.43 -17.55 -0.05 5.06 5.85 -0.5 -12.46 -28.02 -41.34 -47.5 21815 -19865
-48.73 -42.07 -34.55 -17.9 -4.01 5.16 4.52 -0.47 -10.47 -23.42 -36.43 -44.45 21814 -19864
-48.03 -48.99 -37.88 -19.23 -1.26 7.66 5.74 2.65 -9.22 -23.86 -36.42 -47.72 21813 -19863
-40.29 -36.11 -34.1 -20.86 -3.56 6.98 0.23 -3.99 -10.05 -20.74 -37.78 -45.05 21812 -19862
-46.82 -45.86 -35.78 -20.46 -4.46 4.79 4.54 1.96 -18.31 -23.71 -44.24 -41.54 21811 -19861
-49.7 -42.22 -30.14 -17.81 -5.68 8.92 4.55 2.4 -3.43 -22.64 -39.24 -40.99 21810 -19860
-45.37 -44.62 -34.97 -23.14 -4.43 4.59 5.48 0.73 -14.06 -21.48 -39.44 -46.35 21809 -19859
-48.02 -48.53 -33.43 -19.44 -6.4 6.53 4.58 2.13 -9.16 -22.77 -41.74 -41.29 21808 -19858
-49.25 -43.77 -30.32 -17.58 -4.25 5.94 -0.24 -1.42 -8.59 -18.46 -38.99 -54.09 21807 -19857
-50.99 -41.92 -37.29 -22.23 -6.21 5.61 4.39 1.6 -14.16 -19.88 -41.07 -46.76 21806 -19856
-46.1 -34.83 -35.15 -20.59 -7.31 7.45 4.3 -0.87 -7.22 -19.08 -38.67 -44.66 21805 -19855
-46.82 -42.32 -34.91 -22.26 -4.6 3.37 3.01 -2.3 -12.12 -22.34 -39.5 -43.72 21804 -19854
-47.37 -42.13 -35.89 -21.31 -8.31 8.05 6.21 1.16 -12.97 -25.08 -42.13 -51.22 21803 -19853
-45.53 -42.76 -36.15 -22.64 -2.67 6.57 3.24 -0.43 -9.54 -27.5 -39.19 -48.19 21802 -19852
-48.9 -45.37 -36.01 -19.81 -3.66 4.89 4.06 -3.69 -11.21 -21.25 -40.05 -46.38 21801 -19851
-45.87 -45.28 -35.95 -21.11 -2.96 4.57 4.99 0.74 -10.21 -25.01 -35.48 -44.26 21800 -19850
-49.79 -46.87 -32.8 -21.87 -1.86 6.76 3.35 2.41 -13.82 -20.78 -39.45 -44.11 21799 -19849
-49.42 -43.01 -31.65 -21.72 -3.3 4.67 5.41 0.93 -8.92 -22.27 -35.49 -46.67 21798 -19848
-47.7 -43.13 -33 -22.09 -3.19 7.19 4.61 -4.83 -13.31 -22.75 -37.23 -44.76 21797 -19847
-47.61 -42.86 -31.73 -22.53 -2.53 7.91 6.32 -0.71 -12.15 -22.9 -35.88 -42.68 21796 -19846
-54.71 -46.76 -32.47 -22.42 -2.93 7.6 4.81 2.4 -13.82 -23.06 -36.19 -46.63 21795 -19845
-46.51 -42.37 -38.55 -21.65 -2.19 6.5 6.28 1.94 -6.65 -21.83 -36.86 -43.15 21794 -19844
-47.24 -46.51 -39.27 -24.86 -6.29 4.9 6.14 2.7 -12.69 -21.54 -39.23 -46.91 21793 -19843
-46.78 -40.49 -34.08 -20.17 -3.52 6.64 2.9 0.02 -11.01 -20.4 -34.63 -41.22 21792 -19842
-49.19 -40.91 -34.96 -24.62 -4.62 3.11 4.1 -1.29 -13.88 -20.34 -40.87 -47.81 21791 -19841
-54.08 -48.02 -33.34 -17.81 -5.75 5.99 5.84 2.37 -9.27 -22.61 -33.62 -39.19 21790 -19840
-45.36 -40.41 -34.42 -20.37 -2.1 7.49 5.21 0.27 -10.66 -25.16 -38.06 -45.01 21789 -19839
-47.74 -45.04 -30.82 -20.25 -3.21 7.69 5.31 -0.87 -11.66 -19.67 -41.49 -44.9 21788 -19838
-50.19 -44.58 -33.39 -18.9 -3 5.28 4.91 0.81 -10.56 -21.2 -38.67 -51.21 21787 -19837
-44.34 -39.56 -30.12 -21.54 -4.28 7.17 3.59 1.32 -14.03 -23.07 -36.55 -44.35 21786 -19836
-42.43 -46.17 -35.55 -20.7 -4.65 6.02 2.81 0.11 -8.81 -26.28 -40.16 -49.75 21785 -19835
-51.18 -45.55 -34.27 -19.95 -1.68 7.05 5.42 2.48 -8.06 -23.11 -37.51 -41.28 21784 -19834
